isLeftKeyPress,keyPressTime
1,1.5823293
0,1.0694768
0,0.7632853
1,0.9672619
0,0.8135968
1,1.2221287
0,1.0693384
0,1.118926
1,1.0177497
0,1.2709616
0,1.0177479
1,1.1707629
1,1.1173825
0,1.066947
0,0.8130748
0,0.9664369
0,0.8138628
1,0.9664324
1,0.9666307
0,1.0675199
0,1.0689044
0,1.118278
0,1.3740326
1,1.0689435
1,0.9688592
1,0.9683774
1,0.8137722
0,0.7633992
1,1.0686076
0,1.0176561
0,1.1708214
0,1.169749
1,1.0687735
1,1.0658114
0,1.11818
0,1.069753
1,1.1698343
0,1.0665962
0,1.2704028
0,1.1169633
1,1.068105
1,1.0668693
0,1.0164279
0,0.9655319
1,1.0163026
1,0.9664878
0,1.2226047
0,1.2203325
0,1.3216976
1,0.8651612
0,1.1162721
0,1.0177511
1,2.0360623
0,1.0677342
0,1.0712601
0,1.1195481
0,1.1187725
0,1.119149
0,0.7635454
1,0.8119263
0,1.0173018
0,0.8132847
0,1.0683246
0,1.0687522
0,0.9662456
0,1.0684384
0,1.0681317
0,1.1732562
0,1.0180258
0,1.0172281
0,1.0681916
0,1.1707493
0,1.3230201
1,1.1198286
0,16.0511543
1,1.2211841
0,0.7633417
0,0.8147949
0,1.0681011
0,1.0685931
0,1.0688178
0,1.0683517
0,1.1227346
0,1.0654711
0,1.0181009
0,0.9661933
0,1.0678405
0,1.067387
0,1.0681937
1,1.8803458
1,0.9642018
0,1.0682881
0,1.0177486
0,1.2204981
0,1.577242
0,0.8648298
0,1.0681035
0,1.017928
0,0.9672441
0,1.1196104
1,1.1188954
1,0.8134919
1,0.7636185
1,1.0680987
1,1.0689204
1,1.0682845
1,1.1699054
1,0.9164958
1,67.2531804
0,1.0180136
0,0.915835
0,1.1200266
0,1.0681238
0,0.9670171
0,1.1195354
0,1.1701882
0,1.3738173
0,0.8649851
1,1.0682206
1,0.8644721
1,0.814586
1,1.0178105
0,0.96798
0,0.9157017
0,1.0185756
0,1.0181424
0,1.01851
0,0.9668498
0,1.0680804
0,1.0173412
0,0.9166348
0,0.9662414
0,0.8146065
0,0.8643228
0,1.067437
0,0.9670609
0,1.0174907
0,0.7124207
1,1.0685963
1,0.8649009
1,1.0153049
0,1.0691254
0,0.8658322
0,0.9667013
0,1.0691343
0,0.9674439
0,1.0679221
0,1.0179755
0,0.9661326
0,1.1692885
0,1.4743808
0,1.6283199
0,1.7802608
1,1.3745532
1,1.1195899
1,1.06845
0,1.4244219
0,1.0188986
0,1.8834624
1,1.0182241
0,0.7637344
0,0.8141899
1,0.9663772
0,0.8652125
0,1.0180317
0,0.8141119
1,0.9152353
0,0.8135656
0,1.1694113
0,1.2194971
1,1.6290937
1,1.2219539
0,1.0685603
0,0.9668564
0,0.8658527
0,1.1193685
1,0.815763
0,0.8652349
0,1.0685716
0,0.8144653
0,0.9159099
0,0.9160832
1,0.8139538
1,0.9664354
0,0.865142
0,0.9157737
0,1.0684601
0,0.9160382
0,1.0178983
0,0.9160383
0,0.8649483
0,0.6616135
0,1.0681119
0,1.2202017
0,1.3233917
0,1.2212468
1,1.119393
1,0.916224
1,1.0670703
0,1.1193198
0,1.1186696
0,1.0667172
0,0.8140836
0,0.9671787
1,1.0679968
0,0.7126075
0,0.966283
0,1.0193661
0,0.9677402
0,0.9159135
1,1.6263503
0,0.8143334
0,0.8148623
0,0.8136108
0,0.8648265
0,1.0685199
0,1.1200922
0,1.0175763
1,1.0169958
0,1.527859
0,1.0692339
0,1.0179252
0,0.9163451
0,0.9671581
0,1.0179101
0,1.0683109
0,0.9155116
0,1.0180005
0,0.8133631
0,1.1186458
0,0.8669549
0,1.0169791
0,0.8660415
0,0.8638198
0,0.7124424
0,0.7636735
0,0.9164512
0,0.8646458
0,0.8145074
0,0.9672394
1,0.8651189
1,1.3734651
1,1.0178077
1,0.9158615
0,0.9150459
0,0.9667716
0,0.863891
0,0.8145272
0,0.9153721
0,0.8653109
0,0.9145708
0,0.8144491
1,0.9155773
1,0.9660682
1,0.8148438
0,0.9165892
0,1.6791236
0,0.8645986
0,1.0181478
0,1.0180275
0,4.7282142
0,0.7631834
1,0.7631297
1,0.7631751
0,0.8642557
1,0.713096
0,1.1193706
0,1.0677729
0,0.9662948
0,0.9665245
1,0.968534
1,1.0685805
