isLeftKeyPress,keyPressTime
0,7.4529441
1,4.6467994
0,7.9975047
0,6.2066613
1,4.2734395
0,9.0049409
0,6.3138557
1,5.9522567
0,6.0511604
1,5.9981098
0,11.1796862
0,12.4517722
0,4.5257052
0,3.4696649
1,8.4877468
1,10.2243108
0,4.4286451
0,9.7092686
0,8.1886826
0,10.1576524
0,11.8428408
0,5.6487058
0,13.3268051
1,4.2667029
0,10.272324
1,4.3774725
0,6.4156636
0,3.8214265
1,9.0990645
0,10.2214845
1,12.151081
1,8.74376
1,8.383843
0,7.430312
1,3.3017366
1,6.8163177
0,5.4963075
0,8.1920464
0,4.6367923
1,2.5955939
0,10.4242776
0,9.506539
1,9.2033206
1,3.9727579
0,7.9299233
1,16.7951225
0,4.271493
1,4.8399391
1,8.4966336
0,6.4526893
0,9.4092191
1,5.8565221
0,8.0338595
0,10.4164481
1,5.1944163
1,14.995191
1,11.8642265
0,7.3706405
1,4.3774895
1,7.8831805
1,7.9406811
0,8.8495122
1,8.6969803
0,9.5999739
0,8.3879181
1,5.6561628
0,8.140906
1,9.9639589
1,5.1320241
1,6.3064112
1,4.1172685
0,6.4154062
0,6.4052685
1,7.9850936
1,11.1415817
1,8.6394845
0,4.6333611
1,5.5508993
0,5.0851447
0,3.3616013
1,9.6060044
0,9.5027975
1,7.9849597
0,6.1039785
1,5.2004292
1,5.801742
0,9.1524951
1,4.0229297
1,10.3749873
0,7.3215419
0,6.4502376
1,6.366213
0,4.9276032
0,9.1571283
1,8.7493883
0,6.3516174
1,11.4956748
1,4.472779
0,10.4638274
1,6.7581928
0,9.6030751
1,9.4090423
0,11.0262805
0,2.9512525
1,7.7835928
1,7.3178038
1,8.3936345
1,3.0617435
0,4.8359205
1,4.3301999
1,4.8840567
0,7.7862548
0,9.566232
1,3.5570411
1,4.9451602
0,12.208139
1,10.975967
1,6.9118944
0,5.192735
1,9.2457359
0,7.6267121
1,7.0643366
0,4.0260085
1,5.5509995
1,5.2314315
0,6.055837
1,5.6927819
1,7.9362084
1,7.3298519
0,4.7823717
0,5.9961597
0,9.5146029
1,5.4431396
0,4.1254495
0,4.7376553
0,4.7838839
