audioLen_1,audioLen_2,audioLen_3,audioLen_4,audioLen_5,audioLen_6,audioLen_7,audioLen_8
0.417979166666667,0.626958333333333,0.626958333333333,0.522458333333333,0.6791875,0.574708333333333,0.548583333333333,0.470208333333333
0.548583333333333,0.417979166666667,0.626958333333333,0.626958333333333,0.6791875,0.574708333333333,0.626958333333333,0.7836875
0.626958333333333,0.7836875,0.574708333333333,0.417979166666667,0.470208333333333,0.522458333333333,0.7575625,0.626958333333333
0.6791875,0.417979166666667,0.626958333333333,0.470208333333333,0.574708333333333,0.7836875,0.548583333333333,0.7575625
0.7575625,0.626958333333333,0.548583333333333,0.574708333333333,0.626958333333333,0.6791875,0.522458333333333,0.444083333333333
0.522458333333333,0.626958333333333,0.574708333333333,0.417979166666667,0.444083333333333,0.548583333333333,0.6791875,0.626958333333333
0.626958333333333,0.522458333333333,0.574708333333333,0.626958333333333,0.6791875,0.7575625,0.417979166666667,0.7836875
0.626958333333333,0.548583333333333,0.6791875,0.444083333333333,0.7575625,0.7575625,0.522458333333333,0.417979166666667
0.522458333333333,0.7836875,0.600833333333333,0.6791875,0.548583333333333,0.8098125,0.444083333333333,0.470208333333333
0.470208333333333,0.8098125,0.444083333333333,0.7836875,0.6791875,0.522458333333333,0.548583333333333,0.600833333333333
0.470208333333333,0.600833333333333,0.444083333333333,0.6791875,0.522458333333333,0.444083333333333,0.8098125,0.7836875
0.444083333333333,0.7836875,0.522458333333333,0.600833333333333,0.8098125,0.470208333333333,0.548583333333333,0.444083333333333
0.6791875,0.444083333333333,0.548583333333333,0.8098125,0.7836875,0.522458333333333,0.600833333333333,0.470208333333333
0.522458333333333,0.444083333333333,0.6791875,0.7836875,0.8098125,0.444083333333333,0.470208333333333,0.600833333333333
0.7836875,0.522458333333333,0.548583333333333,0.600833333333333,0.444083333333333,0.444083333333333,0.470208333333333,0.8098125
0.7836875,0.470208333333333,0.444083333333333,0.548583333333333,0.600833333333333,0.6791875,0.522458333333333,0.8098125
