,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets,Sequence9 Audio Onsets,Sequence10 Audio Onsets,Sequence11 Audio Onset,Sequence12 Audio Onsets,Sequence13 Audio Onsets,Sequence14 Audio Onsets,Sequence15 Audio Onset,Sequence16 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,2.422458333333333,3.1359375,2.7530625,1.5359375,3.0053125,2.6053125,1.222458333333333,1.7359375,3.1359375,2.5359375,2.300833333333333,1.726958333333333,1.900833333333333,2.8224583333333335,3.0314375,2.222458333333333
Audio3 Onset,3.7538958333333334,5.44125,3.606125,2.989,4.658375,4.389,3.3538958333333335,2.589,5.667375,3.258395833333333,4.623291666666666,4.162895833333334,3.632270833333333,5.023291666666666,5.467375,3.8583958333333332
Audio4 Onset,4.659208333333333,8.0771875,6.1898125,5.5204375,7.1898125,6.6420625,5.128604166666666,4.1726875,6.442083333333334,4.659229166666667,7.059229166666666,4.963729166666667,5.433104166666666,7.154729166666667,7.668208333333333,5.859229166666666
Audio5 Onset,6.912270833333333,10.33025,8.82575,7.356375,8.9735,8.295125,6.364541666666667,5.82575,7.964541666666666,6.9816875,8.2861875,6.5384375,6.3555625,8.7816875,10.042916666666667,8.0339375
Audio6 Onset,8.548208333333333,11.2616875,10.7571875,9.0616875,10.348208333333334,10.1310625,7.8176041666666665,6.800458333333333,10.1915,9.008645833333333,10.287020833333333,8.660895833333333,8.678020833333333,10.217625,10.965375,9.834770833333334
Audio7 Onset,10.731895833333333,13.045375,12.2625,10.845375,11.584145833333332,11.2625,9.722916666666666,8.905770833333333,11.6274375,10.409479166666667,11.661729166666667,10.661729166666667,10.452729166666666,11.940083333333334,12.487833333333333,10.557229166666668
Audio8 Onset,11.784958333333334,15.367833333333333,13.8984375,12.0984375,12.820083333333333,13.2984375,11.375979166666667,9.941708333333333,13.828270833333333,12.1841875,14.297666666666666,11.897666666666666,11.688666666666666,13.140916666666667,14.314791666666666,13.088666666666667
Audio Length,12.820895833333333,16.942541666666667,15.873145833333334,14.473145833333334,15.073145833333333,14.220895833333334,12.611916666666668,11.047020833333333,15.950729166666667,13.515625,15.020125,13.429104166666667,13.724604166666667,14.315625,16.950729166666665,14.124604166666666
