,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets,Sequence9 Audio Onsets,Sequence10 Audio Onsets,Sequence11 Audio Onset,Sequence12 Audio Onsets,Sequence13 Audio Onsets,Sequence14 Audio Onsets,Sequence15 Audio Onset,Sequence16 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,1.848583333333333,1.874708333333333,2.074708333333333,1.544083333333333,2.8747083333333334,1.874708333333333,2.396333333333333,1.4485833333333331,2.074708333333333,2.170208333333333,2.474708333333333,1.370208333333333,2.048583333333333,1.474708333333333,2.726958333333333,2.8485833333333335
Audio3 Onset,4.127770833333333,3.249416666666666,3.823291666666666,3.4404166666666662,5.1710416666666665,3.249416666666666,3.344916666666666,2.118791666666666,2.7449166666666662,3.971041666666666,4.953895833333333,2.571041666666666,3.510625,3.544916666666666,4.675541666666666,4.997166666666666
Audio4 Onset,5.997979166666667,4.345749999999999,5.293499999999999,5.110624999999999,6.615125,5.293499999999999,4.188999999999999,4.197979166666666,4.771874999999999,5.250229166666666,6.2159375,3.397999999999999,4.406958333333334,4.893499999999999,6.545749999999999,6.024124999999999
Audio5 Onset,7.0681875,5.389833333333332,6.468208333333332,6.085333333333332,7.989833333333333,5.963708333333332,6.459208333333332,6.372687499999999,7.068208333333332,7.424937499999999,7.1645208333333334,5.460041666666665,6.103291666666666,5.963708333333332,7.5465833333333325,6.903312499999998
Audio6 Onset,8.938395833333333,6.460041666666665,8.764541666666666,8.460041666666665,9.269020833333334,8.060041666666665,8.129416666666666,7.242895833333332,9.269041666666665,9.886979166666665,9.460854166666667,7.356374999999999,7.982479166666667,6.790666666666666,9.042916666666665,8.373520833333332
Audio7 Onset,9.982479166666666,8.730249999999998,9.634749999999999,9.93025,10.017604166666667,9.339229166666666,9.408604166666665,8.122083333333332,10.348229166666666,12.0355625,11.0094375,8.852708333333332,9.9833125,8.886999999999999,11.522104166666667,9.069854166666666
Audio8 Onset,11.1571875,10.800458333333331,11.9139375,11.2094375,11.8878125,10.487812499999999,11.7049375,9.766166666666665,12.010270833333333,13.305770833333334,13.210270833333333,9.731895833333333,10.958020833333334,10.749041666666665,13.2968125,10.6706875
Audio Length,11.931895833333334,12.279645833333333,12.558020833333334,12.905770833333333,12.758020833333333,11.95802083333333,14.079645833333334,11.436375,13.106604166666667,14.054354166666666,15.437229166666667,12.080479166666667,12.228229166666667,12.428229166666666,15.445395833333333,12.94089583333333
