isLeftKeyPress,keyPressTime
0,2.8198554
0,1.3277445
0,10.4539208
1,4.1459098
1,3.8917063
0,1.5318344
1,6.7626144
1,8.0477243
1,4.0966923
0,9.1197181
1,2.3041982
0,6.3445625
0,5.8901448
0,3.9488398
0,2.8691709
1,4.7164353
0,5.7352265
1,2.5554788
0,8.4554044
1,7.8953101
1,4.8159402
0,7.7915464
0,8.2445519
0,5.9964509
0,5.0149029
0,7.8407574
1,4.4107146
1,5.218985
1,3.0685764
1,4.6409425
1,4.7154397
0,5.4856958
0,3.4348479
0,2.6629994
1,2.9692782
0,2.561325
1,2.8677999
1,10.0882514
0,7.0192101
0,4.8639293
0,6.3512924
1,1.9454393
0,7.0771908
0,5.8411493
0,5.0212678
1,2.6620007
1,5.2287101
0,1.7444589
1,3.1780173
0,8.9753314
1,6.1844361
0,10.3999479
0,4.9204552
0,3.3781761
0,4.9696815
0,5.1214042
0,5.4787075
1,4.409493
0,3.5437041
0,8.661731
0,11.2725201
1,1.8903349
0,5.7913328
1,3.6383406
0,4.8189789
1,3.1293529
0,6.4037705
1,4.5087398
1,8.5639767
1,7.4866315
0,5.4775295
0,6.50523
0,7.0686451
0,2.5091474
0,6.8143216
1,2.9224024
1,2.971089
0,1.7925697
0,3.4807807
0,4.2039001
1,3.9485117
0,1.7390585
0,4.9707341
1,6.508563
0,5.583087
1,5.7414449
1,6.9724299
0,4.1030705
0,5.23047
0,4.7093575
1,8.2018467
0,3.22222
0,1.944148
0,4.1018798
1,6.3030107
0,7.5329607
0,7.8399005
0,5.8900137
1,4.7114538
1,1.7397156
1,5.7846447
1,6.4491959
0,4.2359092
1,1.9459194
0,3.1697225
1,3.5316311
0,8.864051
1,3.6397797
0,6.4592942
1,4.5099517
0,7.2701826
1,8.3871823
1,2.8674409
0,4.1438217
0,7.3297756
1,3.8378963
0,2.6078065
1,5.4843944
1,6.2020056
0,4.8733252
1,2.3059495
0,1.6409418
0,6.1934245
1,2.2041848
1,5.07483
1,2.2012476
1,3.2285758
0,2.91795
1,5.1700308
0,10.5116191
0,6.5087686
1,4.5625182
0,3.3797017
0,6.8185742
0,9.3214399
1,2.9199905
0,6.1045618
1,6.1526371
1,2.8672726
1,3.17481
0,2.9180856
0,4.6051041
0,2.2028068
0,7.9981824
1,8.5038367
0,1.9981185
0,2.9228612
1,7.4353657
1,5.2802702
0,3.8939137
1,8.5460554
0,8.3587782
1,2.1495914
0,7.175522
1,5.4846067
1,5.6363949
1,3.8374289
0,1.3268546
0,3.3312873
1,5.5858624
1,5.5289731
0,2.203024
1,4.6581742
0,3.1764284
1,3.8966139
0,8.8186033
0,5.7407507
1,9.0131403
0,1.6937369
1,6.0467394
1,3.5377975
1,2.8690813
0,6.3434924
1,6.0900399
0,9.7728721
0,1.7915723
0,1.5365116
0,5.3837147
1,5.1780622
0,2.6577955
1,4.8689147
1,9.0249869
1,6.1487768
1,1.6391541
1,3.1290478
1,3.7318003
0,8.1963167
0,6.2528108
0,5.6359975
0,3.2769423
0,7.7297332
1,6.0520318
0,1.6897116
1,2.2027741
0,5.2304105
1,3.4823199
1,4.1974276
1,3.1243107
1,12.7598411
1,6.3578994
0,3.4743209
1,9.8395904
0,3.3806437
0,1.3822894
0,3.632509
0,4.5541485
0,1.6334012
1,1.8392631
1,6.1931078
1,3.2764141
0,1.8406729
0,2.0950696
1,4.1482423
1,3.0201911
0,3.7350571
1,6.9211599
1,7.845693
1,3.6907219
1,4.4476593
0,7.0198962
1,2.7111352
1,4.0498687
1,3.176823
1,6.3943901
0,7.7393888
0,11.7889814
1,6.4069945
0,3.8944227
0,8.8686874
1,4.250772
0,6.8696119
0,6.923019
0,9.7959132
1,3.4807564
0,9.6663292
0,9.8869115
1,3.9429415
1,6.8189512
0,4.9173614
0,7.5842113
0,1.9990687
1,5.5357568
0,6.971023
1,6.7054495
0,13.8914552
0,2.386727
0,4.6045602
0,11.4796603
0,8.8686742
0,4.2507422
1,9.0627469
1,8.972144
0,9.9901917
1,6.8690851
1,8.9668627
1,5.8846469
1,11.3144976
1,5.7893352
0,3.8919311
0,5.9461943
1,8.3020413
0,4.2457805
0,8.358247
1,7.5925332
0,3.535866
1,5.7410388
0,6.6613019
1,6.3490751
1,9.2298617
1,5.2804132
0,7.7371581
0,4.766115
