isLeftKeyPress,keyPressTime
0,6.8092193
1,6.9105934
0,7.2726936
1,5.6331711
0,8.8671334
1,12.3862797
1,7.976676
1,9.5765687
1,8.0415786
0,6.7623662
1,10.8638275
1,9.8757703
0,4.8131327
0,7.9470047
1,8.8899136
0,6.4565829
0,10.4992341
1,5.9414786
0,6.4334529
0,7.0193194
0,4.8159373
1,3.5850353
0,3.7863082
0,7.3700814
0,4.8569304
0,5.1080981
0,8.8568697
1,10.9096007
0,7.4255049
0,5.2232459
0,5.4291915
1,9.4272229
0,8.7076687
0,4.7589178
1,8.2877539
1,5.3624136
0,11.588671
1,6.2469687
0,1.7384539
1,4.6595631
1,7.6903152
0,5.5346742
0,10.8098709
0,3.2256042
1,7.9326466
1,4.3521729
0,5.273944
0,9.9979075
0,4.3548415
1,8.8625078
0,3.2757886
1,7.2667857
1,3.6895451
1,7.3764791
0,9.2754504
0,6.399196
1,11.7276252
1,12.7628858
1,7.8398058
1,4.3563684
0,6.3997874
1,4.9185594
0,10.9074063
1,5.0755309
0,4.5093984
1,8.5574484
0,7.4735698
0,2.7092948
1,9.12326
1,6.8640259
0,8.97175
0,4.5589275
0,3.2783032
1,9.7262892
1,5.4799213
0,7.0682248
0,4.9191246
0,8.1940772
1,3.8865779
1,6.6031769
1,5.6858694
1,9.5311216
0,4.0467268
1,6.7067148
1,3.8932885
1,5.2729834
0,5.423872
0,6.2967131
0,5.5612861
0,9.4176178
0,7.4697141
0,5.7396649
1,7.9921186
0,4.4556521
1,7.5753158
0,5.2160533
0,6.4561725
0,9.0228181
0,3.2255039
0,4.2494663
1,3.425304
1,10.0799953
1,3.994419
0,4.5060305
1,6.1473452
1,10.2159791
0,3.4253507
1,8.8666659
0,3.996945
0,2.7683109
0,8.4504181
0,5.214591
1,5.3226144
0,6.0472721
1,9.4267946
1,7.1633157
0,8.0907276
1,6.3499497
1,5.3702506
1,5.3281781
0,5.8442527
0,4.6097794
1,2.7144984
1,12.9406063
0,7.942906
0,5.8428015
0,3.7875289
1,8.8582739
0,2.6072586
1,4.348645
1,12.1465616
1,6.2994197
0,5.4318333
0,2.7140671
1,7.7836468
0,3.2736436
0,5.7907155
0,8.1955148
1,3.4323164
1,8.7037589
0,1.6905316
1,9.7338026
1,6.3999019
0,5.5842612
1,5.2256029
0,6.3453762
1,9.6159609
1,5.072556
0,4.0929279
0,2.096784
1,11.3604969
1,3.0234072
1,2.8128805
0,7.2238993
1,5.0658344
0,2.2519227
1,7.065025
1,5.7333087
1,4.5569295
0,4.1497634
0,1.8947764
1,4.1991049
1,3.5769739
0,11.7766851
0,5.6886603
1,7.6390536
1,3.533649
0,10.0311887
0,4.0423661
1,4.9701421
1,8.0946643
0,7.7937856
1,2.5057078
0,1.6367148
1,1.7392463
1,7.9405314
0,5.8380549
0,6.4548071
1,5.7900353
0,2.3521169
1,1.5860635
0,3.8925767
1,8.7585331
0,1.4803931
0,4.3552313
1,4.9180859
0,3.9426457
0,5.482959
0,3.5355806
0,5.2299781
1,1.5336823
1,5.3708064
1,7.5349405
1,1.9437501
1,4.2481015
1,5.6838711
1,2.1977144
0,1.6917284
1,8.8697851
1,11.8348196
1,2.7651949
0,4.3467124
0,3.633825
1,2.0983953
1,2.4557052
0,1.637751
1,2.6596335
1,10.5969822
0,13.9701893
0,5.1258228
1,11.0663394
0,3.3282842
0,4.0983086
1,10.9973361
1,7.5291627
1,1.584882
0,2.7632028
0,7.3289401
1,6.0462897
1,5.880293
1,8.9633285
1,3.1758452
1,3.3774498
1,5.887388
1,4.9168097
1,5.8890461
1,9.3758968
0,4.0997551
0,5.6386716
1,4.4539359
1,6.2951924
1,6.247207
1,3.5849248
1,11.0701748
1,8.2478987
1,5.7847835
0,3.1168307
1,2.7126717
1,7.8377908
0,6.9679959
1,3.9412446
1,6.4032745
0,6.4964202
0,4.9641539
1,4.3052279
1,3.4773305
0,6.495298
0,3.8397284
1,8.0448671
0,1.5837736
0,3.6800142
1,4.9675754
0,4.8610412
1,5.3716569
0,4.4090394
1,8.6099487
1,4.6981649
0,4.7147687
1,4.1966929
0,3.1237773
0,2.1996151
0,6.4033043
1,2.8152547
1,2.3544123
1,9.0097501
1,1.7401888
1,3.2296846
0,1.6907191
0,7.5736584
0,1.9419028
0,6.3468729
1,7.431661
