audioLen_1,audioLen_2,audioLen_3,audioLen_4,audioLen_5,audioLen_6,audioLen_7,audioLen_8
0.626958333333333,0.522458333333333,0.496333333333333,0.496333333333333,0.522458333333333,0.522458333333333,0.548583333333333,0.574708333333333
0.522458333333333,0.522458333333333,0.522458333333333,0.496333333333333,0.626958333333333,0.574708333333333,0.496333333333333,0.7314375
0.626958333333333,0.522458333333333,0.444083333333333,0.496333333333333,0.574708333333333,0.548583333333333,0.522458333333333,0.522458333333333
0.7314375,0.522458333333333,0.444083333333333,0.626958333333333,0.574708333333333,0.522458333333333,0.496333333333333,0.522458333333333
0.496333333333333,0.496333333333333,0.522458333333333,0.522458333333333,0.7314375,0.626958333333333,0.522458333333333,0.574708333333333
0.496333333333333,0.522458333333333,0.522458333333333,0.574708333333333,0.444083333333333,0.7314375,0.522458333333333,0.626958333333333
0.548583333333333,0.574708333333333,0.522458333333333,0.444083333333333,0.496333333333333,0.522458333333333,0.496333333333333,0.522458333333333
0.522458333333333,0.522458333333333,0.574708333333333,0.548583333333333,0.522458333333333,0.522458333333333,0.626958333333333,0.496333333333333
0.626958333333333,0.444083333333333,0.548583333333333,0.574708333333333,0.496333333333333,0.444083333333333,0.522458333333333,0.470208333333333
0.444083333333333,0.574708333333333,0.626958333333333,0.548583333333333,0.626958333333333,0.470208333333333,0.7314375,0.548583333333333
0.548583333333333,0.626958333333333,0.626958333333333,0.444083333333333,0.470208333333333,0.7314375,0.496333333333333,0.548583333333333
0.444083333333333,0.496333333333333,0.522458333333333,0.444083333333333,0.626958333333333,0.470208333333333,0.548583333333333,0.574708333333333
0.470208333333333,0.548583333333333,0.626958333333333,0.626958333333333,0.444083333333333,0.548583333333333,0.574708333333333,0.444083333333333
0.574708333333333,0.626958333333333,0.444083333333333,0.444083333333333,0.496333333333333,0.548583333333333,0.522458333333333,0.470208333333333
0.626958333333333,0.548583333333333,0.444083333333333,0.496333333333333,0.7314375,0.470208333333333,0.444083333333333,0.574708333333333
0.522458333333333,0.548583333333333,0.470208333333333,0.444083333333333,0.7314375,0.444083333333333,0.626958333333333,0.574708333333333
