,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,2.5098125,2.144083333333333,1.6224583333333331,2.8747083333333334,2.222458333333333,1.1440833333333331,1.9098125,2.474708333333333
Audio3 Onset,3.884520833333333,3.7620625,2.649416666666666,5.249416666666667,4.066541666666666,2.553895833333333,3.3538958333333335,3.797166666666666
Audio4 Onset,5.9025,4.736770833333333,3.7979999999999987,6.4935,5.041249999999999,4.676354166666666,5.7024791666666665,5.406979166666666
Audio5 Onset,7.346583333333333,5.963729166666667,5.224958333333332,7.3114791666666665,6.251062499999999,5.424937499999999,7.1465625,7.651062499999999
Audio6 Onset,8.773541666666667,7.747416666666667,6.399666666666664,8.721291666666668,7.295145833333332,7.799645833333332,8.747395833333334,8.399645833333333
Audio7 Onset,11.096,8.7915,8.61764583333333,10.14825,8.443729166666666,9.983333333333333,9.922104166666667,10.443729166666666
Audio8 Onset,13.4796875,10.966208333333332,10.20133333333333,11.870708333333333,10.027416666666666,11.505791666666667,11.4445625,13.027416666666667
Audio Length,15.106645833333333,11.888666666666667,11.045416666666664,13.097666666666667,11.549875,13.306625,13.167020833333334,15.22825
