,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,2.8053125,2.0836875,1.874708333333333,2.4053125,1.474708333333333,1.674708333333333,1.3530625,1.8053125
Audio3 Onset,4.162875,4.206145833333333,3.623291666666666,4.189,3.3800208333333335,4.049416666666666,3.7277708333333335,3.980020833333333
Audio4 Onset,6.537583333333333,6.163708333333333,4.606979166666666,4.911458333333333,4.554729166666666,5.206979166666666,4.476354166666666,5.328604166666666
Audio5 Onset,7.886166666666667,7.738416666666667,5.329437499999999,6.260041666666667,6.512291666666667,7.564541666666667,6.633916666666667,7.886166666666667
Audio6 Onset,8.83475,10.087,6.878020833333332,7.208625,8.460875,9.217604166666666,8.991479166666666,8.939229166666667
Audio7 Onset,9.983333333333333,11.235583333333333,9.026604166666665,9.383333333333333,10.6184375,11.5661875,11.1661875,10.296791666666667
Audio8 Onset,11.967020833333333,13.184166666666666,11.584166666666667,10.531916666666667,12.376,12.4715,12.12375,11.454354166666667
Audio Length,13.515604166666666,15.289479166666666,12.689479166666667,12.0805,13.2290625,14.0290625,13.6290625,12.4290625
