,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,1.422458333333333,2.4836875,1.900833333333333,1.8053125,2.4314375,1.4314375,1.500833333333333,2.222458333333333
Audio3 Onset,2.823291666666666,4.284520833333334,3.0322708333333335,3.310625,4.0322708333333335,3.1538958333333333,3.727791666666666,3.606145833333333
Audio4 Onset,5.050249999999998,5.433104166666666,4.580854166666666,4.859208333333333,5.928604166666666,5.250229166666666,5.711479166666667,5.0069791666666665
Audio5 Onset,7.433937499999999,6.938416666666667,6.086166666666666,7.207791666666665,7.9122916666666665,7.2771875,7.0339375,7.016791666666666
Audio6 Onset,8.339249999999998,7.843729166666667,8.43475,8.791479166666665,8.756375,8.278020833333333,7.930270833333333,8.348229166666666
Audio7 Onset,9.844562499999999,10.2706875,10.9400625,11.2184375,9.783333333333333,9.522104166666667,9.461708333333334,9.679666666666666
Audio8 Onset,11.393145833333334,11.193145833333332,11.662520833333334,12.549875,12.210291666666667,11.1490625,11.088666666666667,11.506625
Audio Length,12.741729166666667,11.941729166666667,13.689479166666667,14.472333333333333,13.13275,13.758875,12.220104166666667,12.602958333333333
