,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,1.9530625,1.474708333333333,2.0314375,1.4053125,2.6314375,2.7530625,1.822458333333333,2.6836875
Audio3 Onset,3.6845,2.318791666666666,4.215125,3.3800208333333335,4.606145833333334,4.33675,2.7449166666666662,3.815125
Audio4 Onset,5.2681875,4.424104166666666,6.059208333333333,4.528604166666666,5.928604166666666,6.6681875,4.919624999999999,5.937583333333333
Audio5 Onset,7.1122708333333335,5.277166666666666,7.686166666666667,5.9816666666666665,6.7555625,8.12125,7.346583333333332,8.364541666666666
Audio6 Onset,8.965333333333334,7.060854166666667,9.03475,8.034729166666667,8.13925,10.148208333333333,8.599645833333332,9.887
Audio7 Onset,10.992291666666667,8.713916666666666,10.0878125,9.566166666666666,9.6706875,11.679645833333334,10.600479166666666,12.061708333333334
Audio8 Onset,13.497604166666667,11.045354166666666,11.862520833333333,11.619229166666667,10.871520833333333,13.802104166666666,12.131916666666667,13.862541666666667
Audio Length,15.950666666666667,12.5939375,13.037229166666666,12.9416875,11.793979166666666,15.855166666666667,14.306625,14.915604166666666
