,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,1.370208333333333,2.6747083333333332,2.396333333333333,2.570208333333333,2.274708333333333,1.170208333333333,1.4485833333333331,1.762041666666667
Audio3 Onset,2.83225,4.449416666666666,4.2404166666666665,4.6142916666666665,3.544916666666666,2.518791666666666,3.7187916666666663,2.562875
Audio4 Onset,3.6069583333333335,5.745749999999998,5.910624999999999,6.476333333333334,5.9457499999999985,3.415124999999999,4.788999999999999,4.459208333333334
Audio5 Onset,5.903291666666667,7.024937499999999,7.206958333333332,8.355520833333333,7.015958333333332,5.389833333333332,7.451041666666666,5.886166666666667
Audio6 Onset,7.678,8.921270833333333,8.477166666666665,10.730229166666666,8.712291666666665,6.869020833333332,8.677999999999999,7.660875
Audio7 Onset,10.078833333333334,9.991479166666666,10.939208333333333,12.0004375,10.460874999999998,9.331062499999998,10.052708333333332,9.061708333333334
Audio8 Onset,10.949041666666666,10.740062499999999,12.140041666666667,12.775145833333333,11.9400625,11.279645833333333,10.853541666666665,10.810291666666666
Audio Length,13.245375,13.002104166666667,14.419229166666666,14.975979166666667,13.202104166666667,13.080479166666667,12.732729166666667,11.506625
