,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,1.5359375,1.917979166666667,1.170208333333333,2.8314375,3.0053125,2.2053125,2.717979166666667,1.526958333333333
Audio3 Onset,2.815125,4.353916666666667,3.275520833333333,4.632270833333333,5.032270833333333,2.927770833333333,4.675541666666667,2.849416666666666
Audio4 Onset,4.3465625,6.328625,4.980833333333333,5.502479166666666,6.554729166666665,5.285333333333333,6.74575,4.919624999999999
Audio5 Onset,6.242895833333334,8.755583333333334,6.555541666666667,6.5988125,7.972708333333332,7.381666666666667,8.268208333333334,6.937604166666667
Audio6 Onset,7.348208333333333,11.260895833333333,9.034729166666667,8.773520833333333,8.930270833333331,9.408625,9.799645833333333,7.869041666666667
Audio7 Onset,9.375166666666667,12.687854166666666,10.652708333333333,9.600479166666666,10.826604166666666,10.278833333333333,11.895979166666667,9.426604166666667
Audio8 Onset,10.045375,14.6886875,12.349041666666666,11.2274375,11.496812499999997,12.210270833333333,12.827416666666666,11.158041666666668
Audio Length,11.820083333333333,15.820125,14.576,12.463375,12.428249999999997,13.62825,13.932729166666666,12.689479166666667
