,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,2.2314375,2.274708333333333,2.274708333333333,1.6224583333333331,3.0053125,2.274708333333333,1.091854166666667,1.491854166666667
Audio3 Onset,3.5538958333333333,3.4665625,4.049416666666666,2.544916666666666,5.327770833333333,4.223291666666666,2.397166666666667,3.0404375
Audio4 Onset,5.4159375,5.824125,4.997999999999998,3.719624999999999,6.676354166666667,5.171874999999999,4.519625,5.3890208333333325
Audio5 Onset,6.538395833333333,7.5555625,6.120458333333332,5.407791666666665,7.6249375,6.094333333333332,5.268208333333333,6.937604166666666
Audio6 Onset,8.295958333333333,8.930270833333333,7.982499999999999,6.765354166666666,8.799645833333333,7.373520833333332,7.616791666666665,8.825770833333332
Audio7 Onset,9.870666666666667,11.5923125,9.104958333333332,9.427395833333332,10.357208333333332,8.522104166666665,9.904958333333331,10.104958333333332
Audio8 Onset,11.862520833333333,13.767020833333333,11.410270833333334,10.802104166666666,12.105791666666667,10.027416666666666,11.584145833333332,11.862520833333333
Audio Length,14.037229166666666,15.289479166666666,12.202125,11.907416666666666,13.384979166666668,11.784979166666666,13.332729166666667,13.767833333333334
