,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,2.3269583333333332,1.9530625,1.726958333333333,2.3530625,1.326958333333333,1.5530625,2.3530625,2.570208333333333
Audio3 Onset,3.997166666666666,2.980020833333333,3.153916666666666,4.006125,3.1800208333333333,3.7800208333333334,3.6845,5.023270833333333
Audio4 Onset,5.328604166666666,4.633083333333333,4.885354166666666,5.876333333333333,5.3808541666666665,5.4502291666666665,5.111458333333332,7.154708333333334
Audio5 Onset,6.598812499999998,6.1645208333333334,7.1555624999999985,7.703291666666667,7.2249375,6.903291666666667,6.964520833333333,8.607770833333333
Audio6 Onset,7.634749999999999,8.434729166666667,8.582520833333332,8.73025,8.251895833333334,8.034729166666667,8.191479166666667,10.434729166666667
Audio7 Onset,10.1661875,11.070666666666666,11.113958333333333,9.757208333333333,9.783333333333333,9.4355625,9.2355625,11.2616875
Audio8 Onset,11.21925,11.897625,12.549895833333334,12.288645833333334,11.253541666666667,11.167,11.167,13.505770833333333
Audio Length,12.0723125,13.924583333333333,14.420104166666667,13.524583333333334,13.784979166666666,12.193958333333333,12.4984375,15.575979166666666
