,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,2.596333333333333,2.8314375,1.744083333333333,1.4314375,1.944083333333333,1.344083333333333,2.144083333333333,1.726958333333333
Audio3 Onset,4.944916666666666,3.927770833333333,2.4404166666666662,2.580020833333333,3.014291666666666,2.388166666666666,4.492666666666666,2.875541666666666
Audio4 Onset,6.841249999999999,5.7547291666666665,4.371854166666666,4.206979166666666,3.8412499999999987,3.8151249999999988,5.6412499999999985,4.850249999999999
Audio5 Onset,8.085333333333333,6.3988125,5.998812499999999,5.981687499999999,5.6159583333333325,5.3637083333333315,7.668208333333332,6.894333333333332
Audio6 Onset,9.807791666666665,7.747395833333333,7.895145833333332,7.225770833333332,7.738416666666666,6.938416666666664,8.895166666666665,8.321291666666665
Audio7 Onset,10.5825,8.922104166666667,9.869854166666665,9.322104166666666,9.165375,9.165374999999997,10.739249999999998,10.54825
Audio8 Onset,13.009458333333331,9.8184375,11.6184375,11.2184375,9.809458333333332,10.68783333333333,12.661708333333332,12.496833333333331
Audio Length,15.340895833333331,10.740895833333333,12.340895833333333,13.540895833333334,11.036416666666666,13.036416666666664,13.331916666666665,13.140916666666664
