,Sequence1 Audio Onsets,Sequence2 Audio Onsets,Sequence3 Audio Onset,Sequence4 Audio Onsets,Sequence5 Audio Onsets,Sequence6 Audio Onsets,Sequence7 Audio Onset,Sequence8 Audio Onsets
Audio1 Onset,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Audio2 Onset,2.500833333333333,1.396333333333333,2.500833333333333,2.248583333333333,1.874708333333333,2.796333333333333,2.196333333333333,1.9530625
Audio3 Onset,4.953895833333333,2.8493958333333333,4.127791666666666,3.423291666666666,2.623291666666666,3.8926666666666665,2.971041666666666,3.1016458333333334
Audio4 Onset,6.128604166666666,3.6502291666666666,6.528624999999999,4.3196249999999985,5.024124999999999,5.0935,3.719624999999999,5.102479166666667
Audio5 Onset,7.5294375,5.3032916666666665,7.329458333333332,5.372687499999999,6.024958333333332,5.894333333333333,5.720458333333332,5.8249375
Audio6 Onset,9.130270833333332,6.73025,9.278041666666665,7.747395833333332,6.747416666666665,7.069041666666666,8.121291666666666,6.599645833333334
Audio7 Onset,11.131104166666667,7.731083333333333,11.278875,8.600458333333332,7.895999999999999,7.817625,9.617624999999999,8.548229166666667
Audio8 Onset,13.384166666666667,8.731916666666667,13.1319375,9.801291666666666,9.549062499999998,9.340083333333334,10.418458333333332,10.3490625
Audio Length,14.237229166666667,11.106625,14.028270833333334,10.62825,10.245395833333331,11.288666666666666,12.567041666666665,11.845395833333333
