isLeftKeyPress,keyPressTime
1,6.2917435
0,6.1923645
1,5.1227004
0,3.0161957
0,2.9645022
0,3.4264969
0,4.7587427
0,3.1202314
0,2.0472695
0,1.8403353
0,6.0186091
1,2.8650579
1,3.1720151
1,2.5571213
1,4.203009
1,6.9133305
1,2.4609501
0,2.1510659
0,4.8175064
1,2.7667635
0,3.3752039
0,6.0335525
1,3.8823956
1,3.2197805
1,2.7666272
0,1.74029
1,2.7676818
1,4.3543677
0,2.6541983
1,6.4964955
1,1.8931109
1,8.6056983
1,2.3047818
1,2.5106435
0,3.8403502
1,4.1991097
1,5.4799365
1,2.6136905
1,6.0957909
1,3.5333272
1,5.2237208
1,6.2551108
0,2.2021681
0,6.9211064
1,3.1281212
1,3.6372647
1,6.0896293
1,2.4069114
0,2.9691145
0,3.4851385
1,4.5074636
1,3.9332094
0,2.0951474
1,2.4593046
0,2.9168317
1,5.430394
0,3.3275387
0,4.5046696
0,4.656972
0,2.506185
1,6.6650642
1,5.4815679
0,2.3052701
0,2.505275
0,3.8415489
1,2.0000159
0,1.4826673
1,2.2435657
1,1.7939477
0,1.5275145
1,1.5878388
1,1.5853944
0,2.4088451
0,2.609756
0,5.677776
1,3.789186
0,2.099534
1,5.9928631
0,3.9948559
0,5.894163
0,1.6370762
1,1.8903265
0,1.6907922
1,1.5860724
1,2.9713015
1,1.5297689
1,5.4230214
1,2.2539032
0,7.5353843
1,2.8200397
1,2.2482151
0,3.1714871
1,3.9339275
1,1.8387456
1,2.1971579
1,5.174304
1,3.8973387
0,1.7390389
1,5.2215857
0,5.5853645
0,1.7902006
1,2.3466135
1,1.891679
1,4.4057612
0,1.5829558
0,1.8961799
1,1.5841087
0,1.8967453
1,9.5316767
0,1.9405472
1,1.5865672
0,2.8695433
0,7.8308476
0,2.1507078
1,1.535368
0,1.3811305
0,1.9419655
0,3.2787127
1,2.0956509
1,3.3269215
1,3.4828768
1,1.4306652
1,2.7136499
0,1.6371498
0,5.2258527
1,2.8696073
1,3.633896
1,5.5273102
0,3.6352721
1,8.8638567
1,3.2734615
1,6.6072285
0,2.2523959
1,1.6317419
0,1.6923112
1,3.025624
1,4.3539195
0,5.229025
1,1.4844671
0,5.2325006
0,4.2518263
0,8.0920747
0,1.9462444
1,5.3680327
0,4.0461799
0,3.3797497
0,2.7136167
1,4.1002503
0,2.8695512
0,1.6384088
0,5.8295111
0,6.605751
1,3.7923096
0,4.4607882
1,2.3014238
1,2.148326
1,7.4344267
1,8.0442876
0,6.7152953
0,3.4801211
0,7.4217053
1,5.5803378
0,5.5360384
1,3.7927857
1,4.7163133
1,4.4070235
1,4.912754
1,3.3748212
0,4.8143339
0,6.4086082
0,4.2003578
1,3.1755243
0,5.5844602
1,7.0779143
0,2.7612749
1,8.4578733
0,7.6336299
0,4.0445692
0,3.9995629
0,4.1497704
1,3.7965483
0,1.5878886
0,6.8666415
0,1.6854322
0,2.8637663
0,2.5591434
0,5.8886219
0,2.0456082
0,8.4486848
1,8.0962065
0,1.5867126
0,1.6887082
1,3.2253805
1,3.9935952
0,2.7625047
0,3.1219699
1,4.0962366
1,6.1943973
0,1.4871124
1,6.3021315
0,2.4007678
1,4.5944719
0,1.5855649
0,1.4307519
0,2.1918662
1,6.0481518
1,9.7830522
1,2.654047
1,2.2508625
1,1.6372523
1,3.3799246
1,2.4547131
1,5.223951
1,1.9460055
0,5.0770412
0,2.5624949
0,5.1188922
1,8.6605906
0,3.6313734
1,1.8435506
0,1.7417936
0,4.1008997
0,6.1489484
1,5.4270562
0,5.0156621
0,3.6358097
1,1.9980123
0,6.6706053
0,7.7914473
1,5.6852108
0,5.6209711
1,1.5880847
1,4.4293751
0,4.3587444
0,9.269813
0,3.679682
0,4.9191856
1,4.5077265
1,5.841261
0,3.8919829
1,4.0769471
1,3.0230082
1,3.4813608
0,3.176016
1,4.9713888
0,7.0682094
0,4.1989479
0,3.2222825
1,3.8435707
0,2.508985
0,4.0934124
0,4.4041058
0,2.914689
0,3.6360146
0,4.0494344
1,1.9386082
1,1.7402172
0,2.1003468
0,2.2956537
0,8.09843
0,4.4120682
0,8.5086901
1,1.9494695
0,1.9954671
0,4.2475306
0,3.4855285
0,1.5323702
1,1.7426775
0,1.5857703
1,3.5828302
0,7.8226579
0,6.7610687
