,queen,passage,bat,park,ring,match,bright
296,-0.40231696,-0.06380033,0.65372205,0.78583753,1.1592573,0.9969599,1.0067991
297,-0.01933543,-0.35224357,-0.36341694,0.56393707,0.60506326,0.8851469,-0.066647924
298,-0.7922846,0.54550034,1.1156983,0.22829317,-2.276676,0.3518667,0.10875628
299,-1.6585584,0.029316822,0.44247305,1.3095948,0.01423341,0.049693733,-0.67425084
300,0.30708972,0.14087883,0.5278318,0.37864664,0.23369868,-1.0545951,0.28576323
301,1.1331623,0.139021,0.06810931,-0.83827627,0.101826735,-0.0199568,-0.62657964
302,1.1734372,-0.21857639,0.11124157,0.4372792,0.39751828,-1.144599,-0.023293806
303,-1.0932376,-0.23006685,0.8987756,-0.30447543,-0.18496706,0.22386551,0.5030698
304,1.5321984,0.6861941,-1.1713133,-1.2872951,-1.3420397,-0.5033758,-0.6870413
305,-1.2487103,-1.7684461,-0.8050454,-1.0648763,-0.42362413,-1.4897497,-0.5331481
306,0.1906198,0.42117825,-0.9152719,-1.9875947,-0.5244579,-1.1603975,-0.23463169
307,1.3562157,0.3932618,0.86153173,-0.34750786,1.9299935,0.83125514,1.0498067
308,-0.57399136,0.96363837,-0.3645546,-1.4430088,1.101394,0.23143181,0.54192156
309,-0.2090398,0.030229762,-0.053465188,-1.8131338,-0.5165149,0.37320575,-0.8174299
310,-0.5051547,0.23669957,0.1073901,0.11888858,-0.035727933,0.6339027,0.03400509
311,-4.4476013,-0.2724549,-1.5838848,-3.0013936,-2.0734518,-0.89090115,-1.318517
312,-0.15581007,0.9213872,0.7984808,0.54888076,1.031637,-1.8602684,0.032093048
313,2.1083226,0.7040395,0.028089546,0.68776244,0.14460823,-0.59204805,-0.43797028
314,0.7094495,-0.7260148,-0.59203225,-0.57196736,0.10477811,-0.50492346,-0.24882719
315,-1.2353966,0.2995513,0.18634239,-0.3599886,0.062087417,-1.2805705,0.8705957
316,0.33327502,-0.91994274,0.80227256,0.42878732,0.87402546,0.6630589,0.25146917
317,-1.0982993,0.20442946,-0.51967734,-1.151917,-0.89894503,0.34420502,-0.2487087
318,2.2082593,0.022113148,1.7528248,2.127402,2.6276026,1.4667662,0.9119222
319,-0.7012514,0.15634225,-0.8724435,0.4899862,-0.55299866,1.4231747,-0.38041937
320,0.41022405,0.5654287,-0.47640556,1.7297661,-0.44266894,-1.1414994,-0.07661857
321,1.7163447,0.107119516,0.050179068,2.1176205,0.33954936,0.5191282,0.08859183
322,0.2916311,0.14203058,-0.526353,-0.2437148,0.30089936,-0.8529006,-0.9396078
323,1.76874,0.45563462,-1.0106227,-1.9448388,-2.0861518,0.539549,-0.504564
324,-1.2877673,-0.92421174,-0.8246047,-1.0043265,-0.29550487,-1.0134414,-0.5422644
325,0.96756274,0.13209257,0.16137993,0.8337451,0.42386296,-0.10595934,0.31638792
326,0.40291137,1.4496417,0.2176896,-1.1406054,-0.16443224,-1.0627689,-0.4670037
327,0.2511914,-0.49299878,0.5159119,1.4560703,0.012442354,-0.92484707,0.3247126
328,-0.11197234,-0.5141428,1.0771866,0.4333871,0.48256004,1.1019477,1.2157203
329,0.51748085,-0.35761756,-0.020807305,-0.4635337,-0.9262385,-0.42158347,0.43018845
330,1.6255132,1.3348533,-0.062524,-1.8724126,1.0087196,0.4936118,-0.095849454
331,-0.36392814,-0.6059384,0.5061148,-1.3825432,-0.9533911,0.9101817,0.017852535
332,0.27570868,-0.68725723,-0.43650642,-0.08656744,-0.64558667,1.1898785,-0.17524499
333,0.7594443,-0.8040809,-0.74575657,0.42213756,-1.2209042,-1.4460319,-0.8643979
334,-0.74407554,-1.1586173,-1.3274597,-1.5075775,-2.3231473,-1.611621,-0.5793464
335,0.2414451,0.299085,0.089595184,0.8626396,0.8457441,0.23583904,0.96348864
336,0.21900088,-0.16855577,-0.55907595,1.9529012,-0.2394544,-0.31841126,0.5754492
337,2.4513211,0.019656647,-0.52067214,-1.9253025,-1.9105649,0.034153067,-1.0356913
338,1.7706118,0.8100081,0.4862492,-1.0060675,1.0481788,0.6002832,0.3025906
339,-0.116819724,0.17759548,-0.6336415,0.32834658,-0.26576185,-0.05661984,-1.1386127
340,-1.1550846,-0.34105673,-0.11521423,-0.53947955,-0.9755936,-1.0171704,0.4151568
341,1.3772945,-0.078097746,-0.5944228,-0.84650457,-0.8492282,-0.21306537,-0.23434639
342,-1.9982959,-0.87209076,-0.7033962,0.27020487,-1.086807,0.7354785,-0.86998487
343,-0.3096532,-0.25614792,-0.42097834,0.76516443,-1.6603017,-0.4151067,-1.0946383
344,-0.3500244,-0.112852745,1.1312066,-0.29906985,0.23898967,1.5512198,1.259819
345,-1.336981,0.04917718,-0.0735481,0.92165107,0.2563662,-1.2998177,-0.22002205
346,-0.3070424,1.1186028,-0.5884923,-2.1356547,-0.37595347,0.02814217,-0.39995745
347,-0.6127867,-0.08179839,-0.41675538,-2.1649547,0.8095038,-1.5993465,0.13370337
348,0.2867489,-0.10659828,-0.2877209,0.6924557,0.67816967,-0.38196808,-0.31488574
349,0.104267016,0.9984678,0.1731779,0.28142923,-0.78502375,-1.7091215,-0.47950637
350,0.19459079,0.23066282,0.7037207,-0.38804337,0.17753506,0.866352,0.6934818
351,0.9608323,0.47255784,0.585551,0.64923745,1.209674,-0.42051175,0.06098699
352,-0.4096719,-0.2604225,0.32487744,1.7480121,0.6776805,0.15064082,-0.290852
353,0.64636034,-0.29316628,0.3853805,-0.9123032,-0.041275665,-0.26548272,-0.23180254
354,-1.2242415,-0.7407323,0.48529482,-0.053591803,-0.5825976,-0.08165185,0.27392852
355,-1.1809454,-0.8049343,-0.6447432,0.610139,-0.19336912,0.20869862,0.12458816
356,0.3727893,0.25085005,-0.3535855,-0.61074466,-0.32649404,0.11275038,-0.013083336
357,0.25810966,0.35427177,0.5136534,1.9193456,-0.7528599,-0.35970148,-0.46676973
358,-0.8978881,-0.3257324,0.64867795,3.7720027,0.8834104,0.3524641,0.6905264
359,-1.3461164,-0.06449599,0.005863251,1.4272172,-0.10616657,0.51259476,-0.7565916
360,-1.9930558,-0.9807943,0.46322927,1.0191652,0.49294356,0.72560585,0.36586264
361,-0.8407005,0.5547531,-0.14247034,-0.20126478,-1.0178243,-0.41438287,0.72108567
362,-0.58870494,0.450554,-0.19433911,-0.84792334,-2.128533,0.74520564,-0.4769601
363,-0.38089,0.4311738,0.15600818,0.2588588,1.3544551,-0.4927221,-0.09619866
364,-2.289328,0.13592528,-0.42311868,1.5806671,0.5476294,-0.030881949,-0.064500764
365,0.6172653,-0.6706305,-0.43009374,-0.23214573,-0.21173061,-1.3282279,-1.2010212
366,-1.2065144,0.08835652,-0.053244323,-3.203027,-1.4123795,0.8556259,0.122934036
367,-1.0259354,0.6715319,-0.048326798,-1.3080969,0.8477854,-0.21707088,-0.36879164
368,1.010437,0.20735303,0.12272717,-0.005209443,0.4776269,-0.1795641,0.40291962
369,-1.2153618,0.030220762,1.0786488,0.74323505,0.23643191,1.5075418,1.136812
370,-0.023104772,0.9431309,-0.25374427,-0.88023925,-0.43530878,-0.68312347,-0.37555495
371,0.8363135,-1.5937281,-0.4498028,-1.095941,0.1016023,0.34771842,0.060771827
372,-0.53412825,-0.6700147,0.2949522,-0.4304311,-0.5076252,0.81918967,-0.4394571
373,-0.5120131,0.7576756,1.0545859,-0.7746909,-0.07119932,-0.24179292,0.19394301
374,0.22919112,0.35259223,-0.36067426,1.2648765,0.074080564,1.2036563,-0.09692101
375,0.82819915,0.19703901,-0.1242108,1.6087824,1.3541211,1.4454988,-0.4363523
376,0.7950194,-0.7921484,-0.09805517,-0.3098827,-1.7506224,0.21127024,-0.21481097
377,-0.5747558,0.5385566,-0.63456714,-0.3884454,-0.122239,-0.12779075,0.6556622
378,-1.1976479,0.5251624,-0.10147954,-0.31292853,-1.0898703,-0.008676736,-0.07632049
379,0.90958935,0.111575544,-0.7796266,0.09289793,0.26077244,-1.6860582,0.77236426
380,-0.02703384,-0.26342776,0.19580384,0.51786894,-0.5341906,1.187556,0.27627888
381,1.5293458,-0.017390624,-0.21975711,1.1444577,-0.398906,-0.1541122,0.4136263
382,0.0310043,0.2202224,0.2499124,-1.2311925,-0.6504671,2.1978564,-0.5045653
383,1.0124091,0.123022676,-0.035615526,-0.19700228,0.6396848,-1.1687068,-0.043061014
384,-0.34361044,0.14238302,0.49724054,0.96584743,0.7138992,-1.4068403,0.40444106
385,0.449937,-0.5078182,-0.25066152,-0.5459226,1.0166005,0.9684681,-0.094557635
386,-2.8675027,-0.4788135,-0.020749226,-0.41732502,-0.052112214,-0.44429603,-0.3636986
387,1.5663588,-0.89875156,-0.17778389,0.7737118,0.020075709,-0.7132915,-0.39812592
388,1.0752652,0.3806875,0.19373411,3.0501354,-0.110321656,2.348733,0.2231694
389,-0.42937702,-0.39237097,0.6909508,0.17306376,0.59662473,1.8811237,0.7888895
390,0.45503306,0.40582964,0.11771057,1.6351267,0.10724134,0.198214,-0.51455855
391,-0.003190005,0.33742318,0.17719759,-0.14306277,0.3183354,2.742096,-0.6496357
392,-0.39087647,-0.8534274,-0.4112747,-0.56115675,-0.82843965,-0.45688948,-0.112792864
393,-1.1349231,-0.105413914,-0.42198598,-2.5130684,-0.33662352,-0.95906115,-0.69746226
394,0.12626301,-1.3014313,0.7052618,0.5905927,-0.45152014,1.3681529,0.2825921
395,-1.2625079,0.23080894,0.25741392,1.0923657,-0.698658,0.663168,0.13603659
396,1.8560646,0.803469,0.45487416,-0.6088412,0.3976628,-0.1583691,-0.20407803
397,-1.7892123,-0.024519682,-1.162789,0.21967442,-0.45692104,-0.2182522,-0.8033999
398,1.0550699,0.17357829,0.55900526,1.0452895,-0.87028956,0.71453905,0.5723243
399,0.4908518,-0.634728,-0.6255881,-0.14071405,0.76617837,-1.1088067,-0.37516537
