,queen,passage,bat,park,ring,match,bright
63,-0.2998733,-0.9483735,0.08279376,-1.0834837,1.5940527,0.6620401,0.6508765
64,-0.23616794,-0.19514637,-0.05798504,-0.15257499,-0.15129107,-0.045366317,-0.63899577
65,0.26800725,0.53538275,-0.21377952,-0.39572483,-0.668987,-0.06059338,-0.703585
66,0.8422416,0.4510641,-0.59422255,1.2692157,0.2513272,0.18241388,-0.4436568
67,0.32653335,-0.07273946,0.65946096,-0.33626354,0.36625075,1.2819896,0.2006167
68,0.14837748,-0.38652113,-0.44541076,-1.0151672,-0.31139043,1.0765308,0.5676305
69,1.5433497,0.49744096,0.35064012,-0.4679885,0.71104646,-0.35752738,0.6425924
70,-0.17789918,0.17573094,0.93768466,2.4471848,0.9502531,0.17134541,1.0245979
71,-0.039031927,0.6281327,-0.4275522,0.92778146,-0.46906835,-1.2454456,-0.66432655
72,0.3046113,1.0740082,-0.19241388,1.7591364,0.21297924,-0.31260136,-0.5686992
73,0.41175586,-0.62551576,0.048548922,1.1858206,0.46825054,-1.044639,-0.38458595
74,2.1684704,-0.45196977,0.34107596,0.55077976,0.2037052,-1.1700717,0.14195687
75,0.42290378,-0.22798952,0.3620715,-0.72157925,0.4700749,0.5841623,-0.067521006
76,0.25779286,0.56360996,-0.34782323,-0.48524585,-0.9722171,-0.49413693,-0.7633685
77,0.42514986,0.10165981,-0.47932294,-0.33674735,-1.2563821,-1.2210783,0.24070212
78,-0.1308083,-0.35111907,-0.34217158,-0.6882765,0.8667813,1.4443276,-1.1079861
79,0.06264013,0.6082024,0.08569756,-0.67261595,0.09378985,0.4704944,0.4366672
80,0.50846934,-0.38680178,-0.39059174,0.39056998,-0.20617029,0.80464387,-0.6527642
81,1.1038074,-0.72525305,-0.1688574,-0.030818162,0.41960207,0.29410398,0.6960916
82,0.2738017,0.48214886,-0.36885542,0.032750037,0.85161215,0.016644299,-0.4229401
83,0.28687733,-0.7645221,-0.6128247,-1.3016253,-1.0757079,0.07838393,-0.171692
84,0.46743044,-0.078950725,0.7652285,1.2021447,0.0944368,1.0738581,0.5165639
85,0.940626,0.03705016,0.038902994,-0.46000677,0.64697564,0.19266783,-0.091247514
86,-0.56162363,0.5294658,0.6177177,1.9040159,0.22625399,-0.732247,0.8986401
87,-1.3699462,0.24117109,0.21530841,-1.533816,0.52604043,-0.5528813,0.56763905
88,1.2952821,0.5627214,0.111833364,0.0004766404,-0.9965575,-1.6073089,-0.73335874
89,0.8127134,0.90093124,-0.5644667,0.9158218,-1.2420167,0.44134775,-0.63217
90,1.7628428,-0.23257406,-0.3685207,-1.5612658,0.33741584,-0.8044668,-0.078825414
91,0.81408453,-0.23287006,-0.23858058,1.9428344,-0.84561574,-0.4958932,-0.09412843
92,0.7324497,1.265106,0.24147156,1.7483832,0.21726587,-0.7445957,-0.12162939
93,0.5688522,0.5249668,0.5292774,-0.8741562,0.535692,0.32282758,0.29856682
94,-0.31602624,-0.06248059,0.80431855,0.69150126,0.5920967,-0.32943177,0.04816484
95,1.9700251,0.11289557,0.44627365,-0.58980536,0.008635185,-0.15927614,0.100273594
96,-0.6425142,-0.46022293,0.5609585,-0.052510027,1.9720179,1.6776187,0.2435123
97,-0.11083926,-0.9786022,0.0636776,-1.0529412,-0.056915924,-0.20950429,0.832738
98,0.84541374,0.78205585,0.0121715795,0.23973937,-0.35424915,1.7868376,-0.048655156
99,4.367372,1.0150291,0.30663618,1.024869,-0.029980063,0.37496832,0.808386
100,0.9324967,0.6055008,-0.32788604,-0.9232415,-0.08099399,0.9747333,-1.1828536
101,-0.9204136,-0.92074066,0.55113363,-0.24913746,-0.28737283,-0.47179297,-0.2622964
102,-0.22932656,0.23055394,0.1044383,0.22496037,-0.26287192,0.1056394,-0.49877656
103,-0.9696018,-0.47992948,-0.3455545,-1.8313485,-0.6420265,0.03907306,0.09160052
104,-0.7631912,-0.5992392,0.03543196,1.4496201,-1.1783788,-0.18796106,0.18792449
105,-0.6888373,0.10325984,0.08578975,0.042704165,-0.38271752,0.013811749,0.013153103
106,1.1407487,0.27460307,-0.788597,-2.5153255,-0.9576547,0.5073237,-0.403967
107,-0.44942588,-0.6044999,-0.51639336,0.1050973,-1.539353,-1.5155022,-0.029280277
108,0.2083224,0.0014722259,0.5955631,-1.242681,0.7001111,0.9734934,0.5379779
109,0.5306071,-0.40329137,0.3017924,0.39598283,-0.5629585,1.6778601,0.76047266
110,-1.3323126,-1.396609,-1.0232474,-1.6581249,0.5424747,-0.72327137,0.36728194
111,1.8714229,0.26441708,-0.104760475,-0.13823996,0.49386016,-0.67283475,-0.1765919
112,0.39338174,0.51957023,0.089006834,-0.6420692,1.8575883,-1.6371537,-0.012128291
113,0.630448,-0.013590635,0.38022816,1.1311941,0.7455951,-0.27155128,0.55426186
114,0.5412638,0.13269004,-0.052232668,0.29657355,0.19332285,0.7300623,-0.9286742
115,0.7518395,0.27888528,-0.32821417,-0.94970435,-1.1104225,0.9754775,-0.50006896
116,-0.034564577,0.11795594,-0.11879218,1.7111602,-0.9255436,-1.0927584,-0.71253055
117,-1.9573843,0.4030341,-0.6415304,-0.12412523,1.1627334,-0.5868407,-0.2224649
118,-2.8772676,-0.3749169,-0.0074441256,-1.3491018,-0.73047614,-0.8556971,-0.7017173
119,-0.3769083,-0.33898896,-0.50794834,-2.5582874,-1.0842458,-1.7901043,-0.09255478
120,0.94200236,0.4596073,-0.28748265,-0.41416067,0.85727996,0.13358757,0.05057465
121,0.78055394,0.29693463,0.86308855,1.019818,1.0133637,1.0983489,0.22170116
122,-1.637313,-1.2576923,0.32939026,0.8805141,-0.8508381,-0.58050466,0.19839393
123,-0.4028183,0.3602755,-0.32312977,0.36883447,1.1627232,1.5741202,0.46738535
124,0.8362301,0.043015625,-0.20807144,1.3915652,-1.8136822,0.57143724,-0.78069913
125,3.1227725,0.3948279,0.5535348,0.8385736,-0.029157264,-0.030671492,0.8290724
126,-2.0891745,-0.05556488,-0.17205778,1.0492511,0.13322665,-0.084432855,0.09609334
127,1.4656875,0.734413,0.6551057,1.7769331,1.0436076,-0.2401716,0.83492863
128,-1.2678612,0.49304625,0.26389802,-0.08381189,0.105955556,-1.6088979,-0.21326475
129,1.4361491,-0.46382096,0.5333034,0.76628715,0.17546879,0.96142256,-0.23542224
130,-3.7209578,-0.01587329,0.1745826,0.8177932,0.10197975,0.005478473,0.5633802
131,1.3377411,0.09230824,0.51094955,0.05571382,0.9506708,0.94321966,0.16042656
132,-1.1626118,-0.24071005,-0.08097231,-1.4121977,-0.36585346,0.22273016,-1.1691093
133,-1.2080379,-0.1222323,0.86756104,-1.2437097,1.038822,1.4153913,0.5397591
134,-0.28305542,0.3111007,0.13476457,0.9048335,-0.5391933,-1.6823614,0.37390015
135,-0.4637696,1.0774305,-0.59801126,1.8950659,-0.7428418,-0.26300794,-0.85288066
136,-1.0849451,0.3584412,0.09808453,1.1416107,-0.23232791,0.032298055,-0.20096748
137,-0.89753383,0.26109597,-0.96410793,-1.0613546,-1.1162574,0.12232578,-0.5552856
138,0.59431994,-0.03780471,0.10812192,-0.56380635,-0.14324985,1.7413324,0.43522587
139,0.19396701,0.15604278,-0.071244314,0.7894125,-0.022369986,-0.631834,0.31152782
140,-0.31907055,-0.051998433,0.08990782,-0.16623922,0.24977957,-0.76653,-0.08506411
141,-0.74688727,0.43995187,-0.46394238,-0.950478,-0.4466918,-1.3373253,-0.06520835
142,-0.291797,0.25712517,-0.25861418,1.7883153,0.15806115,0.80448526,-0.9854288
143,1.4298338,0.064675264,-0.07689547,1.2273005,0.11867956,-0.57188994,-0.077259734
144,0.8786807,-0.417801,-0.11152099,1.4816512,0.34329978,0.53264964,0.27461338
145,-0.36359584,0.38504812,-0.68792754,-0.60747963,0.0977623,-0.42472988,0.5850129
146,0.6960524,0.19092976,-0.3520932,-0.5160252,1.282406,-0.90778977,0.12606645
147,-1.6259438,-0.09282452,0.57535577,1.8967643,0.9455589,0.11514489,-0.29516378
148,3.1010349,0.12323796,0.1704509,0.32907116,1.5610279,0.689097,0.012359503
149,-1.3367932,-0.69324535,0.07579535,0.4073565,-0.8095875,0.6692366,-0.048335545
150,1.3510051,-0.4361984,0.28197894,-0.9997133,-1.2552994,0.771634,0.47493234
151,0.3584768,-0.551488,0.39566985,-0.7826452,-0.2972931,0.12185408,0.40141517
152,0.01000112,0.09141938,-0.34078178,-1.3297943,-0.8442237,-0.1708206,-0.2649348
153,-1.5724201,0.38678,0.5617375,0.47429484,1.4013026,1.6128521,0.517738
154,0.55453086,-0.11238628,0.3400039,1.3960669,-0.07794965,0.8595029,0.1458811
155,-0.7324631,-0.25827897,-0.66025084,0.988847,-0.23782063,-0.32194948,-0.14324662
156,-1.7909353,-0.37797183,-0.8172977,-0.6841104,-2.16313,-0.62898904,0.089359574
157,0.3368269,0.8144738,0.5800028,2.2592173,-0.6557343,1.7241086,1.5822728
158,-1.1781254,-0.78370225,-0.85624737,-0.7009453,-1.5480652,-1.4108789,-0.9912462
159,0.052933745,0.09391619,-0.5636928,1.2920889,-0.4834412,1.3754826,-0.056322053
160,-1.1384312,-0.25645733,0.2578367,0.1726258,-0.16435763,-1.0938144,-0.18554246
161,-0.8275004,0.29961327,0.42550004,-1.3916254,0.071257,1.219665,-0.23222642
162,0.012182454,-0.10654924,0.6111618,1.4975865,1.2075571,0.9883574,0.6680378
163,0.14419007,-0.07827251,-0.18630931,0.55750513,0.40878364,-0.2773699,0.018941103
164,0.8023897,0.089662634,0.17822705,1.4394679,0.49164397,-0.94114876,0.6928423
165,-0.5138537,0.780009,-0.20787108,2.3586764,-1.6701753,-0.4840872,-0.782436
166,0.33003172,-0.54153347,0.32125047,-1.1839398,-0.33605513,0.6521836,-0.52230054
167,-0.8562295,-0.25026044,-0.4826111,-0.36040506,0.7592542,0.21483563,-0.2234603
168,0.9445011,0.8640519,-0.27974617,-1.6203903,-0.57915384,-0.47453353,0.5223956
169,-0.5494327,0.26498905,-0.24840897,-1.1777749,0.4654561,0.42480028,-0.10101362
170,-1.6812177,-0.3867162,0.965488,-1.141656,1.072178,-0.12890422,0.8573204
171,0.12439714,-0.35797933,-0.15854327,1.4633332,-0.26015946,-0.02799125,-0.18720281
172,0.08812403,0.4963066,-1.0422868,-0.99404365,1.6727905,-1.3393317,-0.0013965344
173,-0.13355878,-0.3398964,-0.45726937,-1.133228,0.72672886,-1.369745,-0.9756375
174,-0.37765363,-0.29879218,0.32937652,1.664979,-0.2535148,-0.41347754,0.23641399
175,-0.41223687,-0.84480184,-0.06732543,-1.2496161,-0.37879553,-0.86314243,-0.28790423
176,-1.1291772,-0.503015,-0.60351294,-0.6519039,-1.3908062,-1.0737423,-0.34131163
177,1.5972604,0.4810715,0.6402797,1.6226611,-0.44810155,1.2718449,0.4348068
178,0.95049894,0.16935284,0.22060701,0.55087596,0.014066389,-0.4814688,0.27470434
179,0.18765922,-0.30167767,0.58442765,1.6426729,-0.57019985,0.24653652,0.22279459
180,1.471793,0.35495982,0.5120592,-0.71929187,-0.6001579,-0.13993894,0.34183043
181,-1.4982592,0.35154685,0.60983354,-0.20872118,0.32133332,-0.16664599,0.45913756
182,0.4712945,-0.61239463,-0.28115255,-0.6368751,-0.77619016,-0.9034517,-0.06638538
183,0.68429524,-0.15597294,0.035511788,-0.46566147,-0.45713505,0.4379484,-0.22506157
184,1.2180012,0.038805395,0.3012871,0.21443902,-0.33360496,0.98982954,-0.820427
185,0.64491534,0.30311483,-0.45935264,-0.81918687,0.49464697,0.6182604,0.2652072
186,2.1587772,0.097363204,-0.4429212,3.0047526,-0.7599152,-0.7594135,-0.47366557
187,-0.6402912,-1.2231708,0.034751613,1.6484561,-1.0486591,0.0075438023,-0.40675312
188,1.1238812,-0.426052,0.11709526,0.72539496,0.9578876,-0.13161327,0.3153328
189,-1.4065865,-0.88252527,-0.50390947,-0.38930508,-1.0146095,-0.104631774,-0.32550314
190,-0.80771804,-0.34419587,0.3913121,1.7521789,0.03635842,-1.7102876,0.9624676
191,2.2398336,0.5865272,0.15810403,1.7132678,-0.24449433,-0.7259747,0.04017785
192,0.0566789,0.95829666,0.5105634,-0.36329177,-0.6203631,0.24723607,0.32638657
193,1.1502208,0.8197495,0.6997895,1.1649636,0.82708466,-0.08373186,0.59577674
194,-1.4103472,-0.37577856,0.18101747,0.62934995,-0.07760575,-0.3229193,0.11023222
195,-0.068162665,-0.5770402,-0.14995304,-0.0050293356,-0.11336554,0.5008676,0.69806385
196,0.023064137,-0.5911578,-0.28537548,-1.0061818,-0.08101081,0.6597842,0.30254394
197,-0.27162093,-0.4506867,0.20085603,1.3572475,-0.4676421,0.05888178,-0.4555734
198,-0.30429837,-0.2199332,-0.28975952,-0.9556012,-1.1239077,-0.3153063,-0.52938056
199,1.1964306,0.170281,0.32840824,0.3309166,1.6009096,2.2469184,0.27360713
200,0.17711021,0.47707447,-0.88098735,-1.2763282,0.7030515,-2.7635167,0.26792917
201,-0.5886036,-0.6092329,0.32450706,1.0925612,-0.027176628,-0.01826786,-0.07538998
202,-0.87171614,-0.6452057,-0.60753083,-0.6264679,-1.25392,-0.779834,-0.31125906
203,1.2532285,0.024493977,-0.12993579,1.1182071,-0.22730911,-0.58161074,-0.12652083
204,2.0729446,0.23414579,-0.673098,0.2910723,-0.5686904,0.2919903,-0.10622279
205,1.2610757,-0.18115558,0.23208177,1.1025276,0.3483209,1.7271128,-0.44993323
206,-0.06705661,0.019440478,0.054936264,-0.52039903,-0.4135048,0.034192428,-0.19142094
207,-0.57278144,-0.19653654,0.11014054,-0.6457761,-0.4860208,1.060403,-0.60981077
208,0.5864297,0.21422766,0.45428672,1.2554803,0.6648516,1.9704295,0.015308328
209,0.7750285,-0.88194025,0.08212038,0.7638276,-0.0016744225,-0.3286276,0.62481403
210,-0.33281514,-0.80362,0.3160242,1.1665322,0.37407777,-1.066106,-0.11210576
211,1.269793,1.1763304,0.7172704,0.8538059,0.12277619,0.1385804,0.44639525
212,0.3316247,-0.19090974,-0.46639946,-0.6464557,-0.4261833,-0.058608312,-0.64746886
213,-0.31815892,0.20793907,0.06841969,-0.5771878,0.18794756,0.40479556,0.21096951
214,-1.3959422,-0.6995301,-0.094948016,1.7712181,-0.19895498,0.39983132,0.511501
215,-0.85633415,0.67081994,-0.19043887,-0.6219878,0.54616845,-0.03429021,-0.40778992
216,-0.9742094,-0.09186316,-0.51185364,-1.3451414,-0.5512121,0.56705815,-0.1691555
217,1.6280813,0.15041235,-0.9811502,-0.5723254,-1.3287412,-0.3831748,-0.72196954
218,0.97234887,-0.44268864,0.05793146,2.0471444,0.20433262,-0.21575476,0.95049155
219,-0.08954501,0.08100222,0.609084,1.3179753,0.34157622,1.2899107,-0.7354572
220,1.7468569,0.49816516,0.35560763,1.5979369,0.1310526,-0.041701257,-0.86146295
221,0.011762475,0.8358773,-0.63372546,-2.2239733,-0.058958493,-0.97645855,-1.2382585
222,-1.662424,-0.8749613,-0.23260653,-1.2420647,0.8723624,-0.01791998,-0.23952255
223,-1.3392813,-0.6559398,-0.04090089,-0.8689876,0.72534627,-0.013004809,0.59789544
224,-0.61671805,0.099202946,0.052202966,1.0712535,0.71570325,1.6309118,-0.8604796
225,-1.3110617,0.02706923,-0.7205094,-1.9389255,-0.7761151,-0.6069153,-0.3569616
226,1.1632773,0.61935496,0.06048872,1.5943592,1.2495707,2.7846947,-0.50653386
227,0.25048286,-0.28379264,-0.44954854,-0.54842114,1.5985407,0.20639724,-0.22650084
228,2.3149247,-0.26735467,-0.27724,-1.5163,1.4012287,0.978701,-0.36341035
229,-0.67977124,0.6387866,0.039816808,-1.078203,1.0415276,0.48069555,-0.14636195
230,-0.9595119,-0.096003786,0.05717761,-0.8365821,-0.4184998,0.7922529,0.07904561
231,1.1419263,-1.0882783,0.077080354,0.6356013,0.39764503,0.9389723,-0.52638084
232,1.2955567,0.67659914,0.18313475,2.0027716,-0.17957029,2.3201272,0.7083056
233,0.018499097,0.45491344,0.067165725,-1.7325054,-0.07568037,1.6860539,1.1210681
234,0.14570992,0.38487482,0.1946368,0.18139221,1.1680031,-0.08650787,0.29920307
235,0.7550208,0.18165028,1.083773,1.3253632,0.71519154,0.56476176,0.8398191
236,-0.87260777,0.7263518,0.44411254,2.0137618,0.88353914,1.3910153,1.0964966
237,1.9252024,0.5814324,-0.17926554,1.2680312,-1.1895958,0.47168815,-0.12389374
238,2.350661,-0.30962545,0.088321455,-0.16439939,-0.004187781,0.27175367,-1.0568246
239,-0.59971803,0.48764166,0.07363504,-0.40645382,1.4080995,-0.34667346,0.081346855
240,1.264141,-0.10781379,-0.18616343,0.99859345,1.0224007,-2.0409281,-0.13907805
241,-1.0430986,-0.06706861,-1.2146323,-0.997258,0.68650347,-0.6475518,-1.1310303
242,0.16238219,0.53201646,0.87079704,1.946873,1.5394905,-0.054146666,1.4546233
243,0.85831743,-0.8296704,0.59807587,0.34142345,0.62433267,-0.5054159,-0.14057456
244,0.91335136,0.50152075,0.10085696,-0.62994003,-0.7591865,-0.9630141,0.17634785
245,1.728847,-0.48076543,-0.006031865,0.780722,0.08224878,-0.16599028,-0.6344337
246,-1.7261002,-0.67258716,0.047493864,-0.41862598,0.38156962,0.61159277,-0.16095583
247,2.2695963,0.13984643,0.39584896,0.88447815,-0.5769896,-0.3880914,-0.4985499
248,1.1398082,-0.029798377,0.27021834,0.7137541,0.24999899,0.6358644,-0.17485479
249,-0.088848874,0.6809319,-0.020075535,0.2547505,-0.47390825,-0.8981695,0.6759917
250,-1.6646343,-0.5202087,-0.068988785,0.41095856,0.54434115,-1.0932938,-0.4985136
251,1.0695113,0.30354142,0.5339683,1.1628988,-0.697496,0.44095623,0.23311132
252,0.51047194,-0.16180891,-0.17786823,-0.3169981,0.82713675,2.2749143,-0.30889848
253,-0.43777904,0.25204545,0.2960609,1.0389814,0.26299414,-0.27634805,1.823795
254,-0.32079372,-0.72890294,-0.22792935,-1.3316451,0.58300954,-0.864894,0.116670534
255,-0.087797694,0.03488184,0.14709622,0.011814015,1.6584309,-0.53250706,0.9865547
256,-1.6878967,-0.23100653,0.3810898,0.81153625,1.7209849,0.8686341,0.21681118
257,-2.3975701,-0.8825019,-0.54158527,-1.4393269,-0.93360466,-0.8548777,-0.24635135
258,0.2926478,-0.5375536,-0.4676763,-1.5420301,-0.034354806,-0.16416708,-0.31119794
259,-0.44842458,-0.1586195,-0.78023916,0.4198521,-0.8877091,0.22322653,-0.17278734
260,-0.052369896,0.32267416,-0.468095,-0.09981408,0.6623775,0.3700511,0.35043627
261,1.723259,-0.44344318,0.9710172,0.85984784,0.58248276,0.78190714,0.7374204
262,0.51805234,0.25547346,0.18100734,1.4528875,0.25333384,0.22236773,0.8581475
263,-1.1896193,0.54668593,-0.43234307,-0.044784673,-1.5186425,-0.30486563,-0.29302728
264,-0.50760597,0.19882606,-0.07465907,-1.4973632,0.35770822,-1.0054245,-0.43015224
265,0.005288879,0.29473805,-0.15346393,0.9583719,-0.020889366,-0.21672365,0.35652408
266,1.0365504,0.42752317,0.53729796,-1.3146979,1.2509425,2.058451,0.25989974
267,2.1552246,-0.8342048,0.34206975,1.567252,-0.08928288,0.61455166,0.32241324
268,0.60545886,0.36615893,-0.32160857,0.6683279,-0.39096534,-0.07340659,0.1296501
269,1.767648,1.3832244,0.38104308,0.12223672,0.9261325,-0.44800577,0.8973604
270,-3.28361,0.47395533,-0.6107916,-0.8964148,-0.048018955,-0.8593597,-0.3891349
271,0.48684597,0.2808421,0.13011798,0.5404046,1.0467782,-2.0056899,0.35080412
272,-0.72379583,0.34804985,0.522778,2.174816,1.2230897,0.36423126,0.41316426
273,0.5149761,0.23359153,-0.6572338,-0.40754408,-0.06930594,-1.6072178,-0.70561266
274,1.6564285,-0.15469639,0.58146644,1.766596,-0.1731752,-0.3751873,-0.4072516
275,-0.2412934,0.42412174,0.3931145,-1.1585908,0.82520473,0.50899136,1.1201427
276,-1.2571504,-0.48977718,0.2559123,0.37044907,0.89995545,1.3001306,-0.13271292
277,0.036544945,-0.27754575,0.16957146,1.1446176,-0.27198705,2.1047046,0.8295696
278,0.4554312,-0.2647531,0.17750387,1.2590163,0.4202245,0.0020406223,0.19249278
279,-0.511323,-0.852232,0.32334194,-1.1835933,0.33059758,0.606839,0.53807294
280,0.64320016,0.38852945,-0.56838185,-2.5290275,-0.090382636,-0.09808895,0.6617088
281,0.36557057,1.241325,0.5053602,0.71860325,0.25171992,-0.36493605,-0.22796538
282,-1.1611396,-0.7253699,0.31758058,0.6565012,-0.0007104694,0.44180718,-1.091057
283,-1.6135719,-0.106212966,-0.29541433,-1.3260119,-0.45402712,-0.7396564,-0.56032854
284,2.829979,1.2034882,-0.2517292,-0.47173765,-0.1918921,-0.14349042,-0.48097894
285,-0.16962537,-0.5952056,0.03939587,-0.12670112,-0.6491862,-0.61678255,-0.2516534
286,1.9786015,-0.24780811,0.7038124,2.696571,2.5372431,1.2570262,0.4671702
287,1.1374136,0.1540058,1.317265,1.0870858,1.4213097,-1.061992,0.5339954
288,1.5396762,0.012469452,-0.6878828,-0.3371624,0.15454315,0.5866404,-0.37691495
289,-2.0599504,-0.26733005,-0.6007738,-1.1207947,-1.2866645,0.22415523,-1.2351785
290,-0.4229429,-0.8710608,-0.747974,-1.7051668,-1.1701995,0.34482864,-1.0080692
291,0.88335526,0.31958207,-0.40988848,-0.03323518,0.49688435,1.2430636,-0.31588954
292,-0.8905602,-0.26792696,0.8467613,-0.095682845,0.32982722,0.6611899,1.5525552
293,-1.6553626,-1.2063366,0.31517163,0.81853634,0.8043719,0.42458498,0.42782387
294,0.263959,0.6236226,-0.36513132,2.4852264,-0.21188991,-0.7648402,0.43358746
295,-0.21346347,0.5560877,0.17558283,0.71235126,-0.7908541,0.57517046,0.1828437
