,card,book,baseball,public,jewellery,fire,light
296,0.8122536,0.3300928,0.051866557,1.7442383,0.08585938,0.4769236,2.9006424
297,-0.03669184,0.12832552,-0.14840938,-0.7327802,0.013843248,1.8896145,1.4677075
298,-0.11950615,-1.0071546,1.5256816,0.2502883,0.16950001,1.1291382,1.7616282
299,0.13459529,-0.05986038,1.3666297,0.50424725,-0.2116196,-0.48256096,-0.3249985
300,-1.1128851,1.0647084,-1.0118154,-1.3390746,0.14187258,0.20979302,0.8148935
301,1.1688218,-1.140496,-1.1034206,1.1016047,0.021387907,0.5957145,-0.0033819156
302,-1.659048,-0.58420104,-0.026553763,0.4166675,-0.067448705,1.0521063,0.6341505
303,1.4472142,0.44141954,0.53741497,0.555938,0.06269544,0.4255942,-0.94205034
304,-1.6245695,0.121538065,-1.7299409,1.5630815,-0.1801639,-1.8817517,-0.8978039
305,-0.7421189,-2.5206625,1.0194297,2.6276183,-0.05049893,-0.22672825,-1.3492404
306,-2.741976,-0.17789297,-2.3985376,0.16161096,-0.02688095,-0.92779255,1.1147298
307,0.6457451,0.24089898,1.2439415,0.3170559,0.3640179,0.91691124,2.046636
308,1.0273275,0.7406075,-4.0212684,0.9940214,-0.21085723,0.35815984,1.902443
309,0.8879581,0.52380013,-0.1903528,-1.310589,-0.15851495,-0.29241177,0.7720184
310,0.7192683,-1.5544006,0.084480435,0.016582077,-0.23652841,-0.11779387,0.13277164
311,-1.2531253,-0.45596653,-2.4949343,0.07911207,-0.27075744,0.24243057,-0.29151478
312,-0.116959415,3.0041587,-1.5825268,-0.425099,0.3456043,1.4440478,0.5430823
313,0.4795304,0.50387603,0.6030734,0.4179196,-0.11088093,-1.8379534,-0.5583386
314,-0.27561575,0.40667194,0.9753565,1.1012249,0.33995348,0.13412336,-0.55604446
315,-0.26841536,1.4451783,-1.4928092,0.18027256,0.116488315,0.14888644,1.3099436
316,0.32132834,-2.613267,0.64894634,-0.9988854,0.058600202,0.013964297,-0.8199529
317,0.3353032,1.7225467,-0.4166573,0.72312677,-0.28348464,2.0085094,0.550406
318,1.7865083,-0.8809376,0.3568624,0.46589318,0.30200604,1.7275053,0.13075794
319,0.63117373,0.28519621,0.9707357,0.9954106,-0.20987815,0.4835497,-1.0598156
320,-1.3693174,0.77156615,-1.2667302,2.2097151,0.07784528,1.3756261,0.59137857
321,-0.32633916,-0.03565821,0.32092506,0.32912993,0.035040915,-0.85422003,0.021520076
322,-0.84943044,0.1948499,-0.6562124,-1.0003246,-0.0045621484,-2.0027244,-1.8021146
323,-0.21835272,-0.7532564,-1.6324921,0.1482887,-0.4335,0.15310629,-0.5671609
324,-1.6886209,-0.8768316,-0.16771843,-0.030743692,-0.3451795,0.40644222,0.07105046
325,0.19559963,-1.9860301,-0.22224025,1.4385116,0.2648058,-0.11864383,0.5553726
326,0.03423554,0.7620256,0.2361379,0.09479782,-0.05825483,1.2863045,-1.963661
327,-0.39505613,-1.709782,-1.7426074,-0.030232558,-0.12434419,0.10033307,-0.4040115
328,1.8483096,-1.2110106,0.6397396,-0.3346774,0.24169248,1.7389724,0.005857845
329,1.1468487,-0.46873954,0.20258974,0.56172395,0.15279542,0.12849168,-0.10563978
330,0.24826533,0.4678847,1.2216364,1.9315068,-0.15882815,-1.4394053,0.33169714
331,1.028182,-1.566688,0.64215535,0.12948838,-0.15341297,0.8624397,1.156613
332,-0.9020129,0.17543682,-0.7944616,0.7112374,-0.030963823,-2.384283,-0.6175844
333,-2.238942,-1.307703,0.20898779,0.29968405,-0.23443493,-0.6386016,-3.6294563
334,-2.0400856,1.6097821,-1.6693938,1.9414717,0.20351106,-1.0817472,0.20882094
335,-0.017006237,0.53804374,-0.20601699,-2.7733111,0.23142426,1.697522,0.32032523
336,0.13721994,-1.4512188,-0.094161205,0.9546069,-0.038027294,0.35591757,-0.09002297
337,0.45982572,2.7287312,-1.7224165,0.55565965,-0.031010324,-0.31530002,-0.24872096
338,2.4039395,1.3637279,0.8672295,-0.5501866,-0.30130583,0.5202778,0.12647696
339,-0.6986135,-0.0687659,-1.943933,0.62016857,-0.26676938,-1.0834601,-1.2664759
340,-0.29563662,1.9798442,0.08691284,-0.54262865,0.21322823,-1.0763335,1.6160445
341,-0.009017124,-2.7462213,-0.9525944,1.051724,-0.16314402,-0.3179043,0.8096259
342,0.30194473,0.48411816,-0.77520686,-0.34507903,-0.26042074,1.3928531,0.42663747
343,0.030401925,0.5856599,1.5480071,-0.99087924,0.07997739,-1.734022,-3.7294214
344,0.6265537,-1.1722243,2.3546567,-1.6562068,0.08524256,0.12626536,0.45539576
345,0.20587526,-0.26916835,1.267606,0.47710997,-0.031345706,-0.49464655,-1.2118325
346,-1.029447,-0.09086057,-1.8693501,-0.36402047,-0.050993416,0.5768313,0.2613761
347,-0.44223619,1.4208869,-1.3136256,-0.67266995,-0.095986865,-0.95602775,0.51621777
348,-0.5963278,0.22249198,0.6063335,-0.05035736,-0.052206237,-0.06428394,-0.6093664
349,-1.0027976,0.77702886,0.6945984,-0.5642643,0.104212515,-0.7963471,-1.3745204
350,-0.30726945,-0.1291719,-1.2808856,-1.4174122,0.26816517,0.26220912,-0.8538014
351,-0.7535235,0.43150318,-0.18122512,-0.54352826,0.13538599,0.6508981,-1.5724674
352,-0.65319204,0.104544416,0.71656615,0.117307924,-0.19360268,-0.45672682,0.21432991
353,0.3146241,-2.7490172,-0.22144167,-0.659472,0.04164848,-1.9534414,-0.6478536
354,-0.17961548,-0.6894483,1.080877,-1.5505096,0.1530103,-0.8706553,-0.26999983
355,-1.1795881,-1.0235779,-0.9817468,-3.507292,0.18784648,-0.9134037,-0.124731995
356,-1.4127553,-1.0770942,-1.122814,-1.1678088,0.27095148,-0.029136844,-0.73107696
357,-0.13728954,-1.341632,0.75843376,0.962313,0.034439273,1.116455,-0.5385686
358,1.0891074,-1.0085104,1.0949852,0.83790743,0.16258785,1.2986714,0.8735163
359,0.22144575,-1.6543844,0.77494377,0.04247509,-0.21978045,-1.2843521,-0.041667696
360,0.17973457,-0.8717925,1.8339845,0.94596475,-0.17788996,-0.7648749,0.24462128
361,-0.46281043,3.1927283,0.826231,-0.14020339,0.22167933,-0.043213177,1.10382
362,1.1729118,1.5677959,0.6967772,2.5416245,-0.22983092,0.01246438,-0.09288135
363,0.41522622,-0.6133915,0.5689676,-1.1613361,-0.052405898,0.55376816,-0.88227934
364,-0.19517358,-1.6418178,0.3069082,0.5699666,-0.11479555,0.38749027,0.92335063
365,0.39770117,-1.5391583,-1.0258987,-1.9165077,0.19897798,-2.1067545,-2.641152
366,0.34961984,0.2447623,0.9101261,-2.3841546,-0.065655105,-1.3937482,-0.27508616
367,-1.1920469,1.1020899,0.36911908,0.12113647,-0.05497792,1.7389014,0.53732955
368,-0.5020327,-0.54834485,0.35786328,-0.0068729157,0.07171917,0.9956194,0.8926256
369,0.5045845,-0.045143783,1.934956,-0.3513971,0.10662475,0.91791546,0.9785733
370,0.17881563,1.8346764,-1.1724362,1.7398459,-0.21499433,0.70100504,0.56899977
371,0.47478426,-0.958411,-0.31039068,0.721006,0.034813803,-0.49333516,-0.33441824
372,0.60648125,-2.3313394,0.5850526,-2.4452968,0.0144379465,-0.31484595,-1.3544424
373,-0.2508541,-1.384421,-1.4083493,-0.084727705,-0.0011814187,1.3939514,-0.7487672
374,0.52441484,-0.30697387,0.5668265,2.9795244,-0.20118292,1.439736,0.9323436
375,-0.40549022,0.9785395,0.543284,1.5715212,-0.15088362,0.7631638,-0.020809928
376,0.029344006,-0.98416305,-0.16324708,-0.123393044,0.01984501,-0.118414864,-0.506546
377,-1.5485915,-1.6823905,-0.5381488,1.0952944,0.10057386,0.79031825,1.3209953
378,-0.5167485,0.7751046,-0.62627625,0.47553217,-0.1336302,-0.7997507,0.37591282
379,-0.6485731,2.3136203,-0.8395769,-1.0094475,0.25612634,-0.7495429,0.22353548
380,1.4962999,-1.0804839,1.1676273,0.9127491,-0.17791122,0.49417117,0.57882935
381,-1.5831946,0.185822,-0.35808724,1.0504855,-0.05970912,1.1504071,1.0447047
382,0.33647195,1.4510568,-0.8935678,0.694895,-0.24530922,0.7255829,-1.9968951
383,-0.822987,1.0402051,-0.19029588,-0.64193016,0.069505624,0.6859004,0.23461837
384,-0.78547686,-0.01723647,0.2664852,0.34650016,0.14119351,1.2282724,-0.04654612
385,-0.4205914,-1.3855367,-0.24431966,-0.67559415,-0.1271847,-0.88481635,0.4615472
386,-0.79381263,0.18759659,0.41202456,-0.23783424,-0.1819042,-1.4284801,-1.0936235
387,0.4145503,-1.1759387,0.3366407,0.993623,-0.051810063,-0.70445967,-0.7302956
388,1.2083591,0.8177663,3.0199184,2.479319,-0.11719761,-0.60170627,0.06805739
389,1.4229198,-1.3039218,0.68496674,-2.651349,0.048428547,-1.2334359,0.6241055
390,1.1879307,1.7585456,0.7222714,0.4942852,-0.11452807,-0.6407422,-1.9617054
391,1.7741957,-1.7672693,2.0365596,-1.9881159,-0.15445787,1.9122295,0.22058113
392,0.97526634,0.4855618,1.4397452,1.4878019,-0.40091783,1.8739653,0.83331466
393,-0.39851236,1.7534015,-1.685505,0.3334478,0.18728928,-0.12284541,-0.2721904
394,1.8314323,-2.4049206,-0.122109435,-0.21156293,0.28344417,-1.3459543,-1.4522467
395,0.3968264,1.7381768,1.0520126,1.4871532,-0.11083716,-0.4432469,-0.022580594
396,0.80711406,0.22532324,-0.27888343,-0.78696185,0.19837157,0.6343476,1.2442999
397,0.86227745,1.7349432,-0.2709661,0.61645836,-0.19608486,-2.7525532,-1.4601856
398,-0.053861655,-0.30776668,-1.279368,-1.3697058,0.3829538,2.6418734,-1.293761
399,-0.6135804,-1.8204066,-0.25995365,2.1929193,-0.028839331,-1.8606837,-0.5844741
