,card,book,baseball,public,jewellery,fire,light
173,-0.5282287,-0.9567045,-1.3447007,0.035844322,-0.045812372,-0.7041622,-1.6746476
174,0.54196036,0.104945816,1.7434841,-0.80480397,0.11019933,0.0070028924,0.48730397
175,0.100134745,-0.12737244,-0.5621506,-0.628269,-0.054556955,-1.436635,-0.78953344
176,1.4088825,0.21872227,-0.41669333,0.4503484,0.076109916,-1.599382,0.42005208
177,1.1487585,1.69964,0.6007027,-1.4582633,0.22393289,0.6774845,0.22458118
178,1.316639,2.4565418,1.1690072,0.24600403,0.3135728,-0.28239134,-0.7354636
179,1.4083593,-0.30365437,1.8158716,-1.7943854,0.2229423,-1.0780026,-2.1335769
180,0.5012601,1.3872824,0.91772735,-0.76874024,0.023534639,-2.3766673,0.72847235
181,0.3949033,1.010597,0.4064203,0.359815,0.1355629,0.50697863,1.0707852
182,-0.109128386,-0.9210275,-0.8331513,0.53041387,0.30759385,-0.2493078,0.049204823
183,1.0265493,0.59858304,1.5535235,-1.0832847,0.019286592,-3.423425,-1.7127793
184,0.5179028,1.3284763,1.2332622,2.0474613,-0.2263732,0.33067498,-3.0250928
185,0.3368747,2.1413977,-1.3748423,-1.4996046,0.070131816,-0.28194997,1.9435807
186,-0.6002709,0.9876994,0.18303594,1.8519331,0.29032063,-0.5754703,-2.08127
187,0.587451,-0.9856465,1.531693,-0.79702705,0.030871319,-0.9269551,-2.6849043
188,-1.3574256,-3.6519701,-1.1948872,-0.2545369,0.07989691,1.0595194,0.39425904
189,-1.3242172,-1.3739542,0.34067085,-0.9311468,0.08555006,-1.502853,-0.0024940849
190,-0.31258604,0.6543929,0.20353125,0.38727063,0.35923073,0.3289852,0.44092414
191,0.5855291,1.1611394,-0.34807894,0.3610019,0.1475371,0.1290291,0.41912955
192,0.43079197,-0.07826359,0.091018505,-0.5778338,-0.0202425,-0.08908612,1.1937749
193,0.6757222,0.030629497,0.48521435,1.3908441,-0.1652881,0.7728983,-0.29659802
194,-0.06711175,2.133158,2.2388039,0.98162234,-0.0021811922,-0.5612529,-0.11415529
195,-0.1320129,0.5042156,0.24859305,-0.60200715,0.099189706,-1.2312204,1.3665562
196,-0.5521666,-2.304058,0.057011925,-1.6698515,-0.17020722,-1.2773601,0.10625123
197,-0.39644933,-0.34379253,0.35208654,1.8656967,0.11469761,-0.92610997,-0.54800564
198,0.67220926,-0.7819365,-1.9620951,0.76062214,-0.20399055,-0.8941295,-0.085012384
199,0.25252157,-0.63351655,0.019449573,0.6970778,-0.09727705,-0.03151837,0.3620873
200,-3.8329594,-1.8861451,-2.371919,-1.875118,-0.1136547,-0.34615883,-0.26689425
201,0.074210435,-0.65820235,2.2945898,0.2406431,-0.16851862,-0.638572,0.6036796
202,-0.20795773,-0.14314017,-0.23718284,0.26303744,-0.24562308,-2.9523294,-1.1345223
203,1.5283164,-0.56762147,-2.0800462,-0.3316806,0.17169908,-0.043139763,-0.66604644
204,0.6361219,1.8980957,0.051083848,1.789092,-0.047716968,1.3562053,-0.24796811
205,1.9664966,0.5049762,0.8551403,0.6575173,0.037710894,0.9022001,-0.8611696
206,0.05828097,-0.025877517,1.6014198,-0.85004383,-0.1818244,0.13351706,-0.5058976
207,-0.04832028,1.2352352,0.19165485,0.46814385,0.043750748,-0.26555774,1.7487955
208,1.5009979,2.1110373,-0.4425287,0.46003324,-0.19687603,1.32772,0.32839063
209,-0.8883772,-3.221268,0.58223623,0.2128249,0.2363232,-0.022577459,0.046342127
210,-1.3398682,-0.68605554,1.7960914,-0.3905618,0.09965973,-1.0364949,-0.7032627
211,0.64970654,1.5369341,-0.3120703,1.4789035,-0.010337612,1.5885394,1.9271873
212,1.4070147,0.45811185,0.03893968,-0.33947974,0.3274243,-0.79178345,-1.6857972
213,-0.88305587,-1.2285874,-0.316093,-1.9640496,0.1647197,0.21291178,0.38433787
214,1.3059154,1.1982231,0.64610064,2.5709941,-0.08715151,-0.2853797,1.9833454
215,1.0837203,-0.31293014,1.1238315,0.7495152,-0.14589971,-0.9379659,-0.019637603
216,0.30472365,0.24142903,0.4319274,-1.6256651,0.079080194,2.144575,0.14610544
217,-0.56702936,0.27277803,-0.5694541,2.39458,0.08852387,-1.0019431,-1.4176847
218,-1.3941855,-2.1280303,0.15462653,-0.65532434,0.22081642,-0.32817727,-0.09043311
219,2.6937912,1.193972,1.8229617,1.8333544,0.018222824,0.41759267,0.44836915
220,1.7745831,1.7713118,0.8095179,0.07783615,-0.10127758,0.12499177,-1.5122291
221,-0.5871056,0.97583616,-0.018694706,1.6117889,-0.2737841,-0.08269059,-0.3207291
222,1.5539976,-0.94527483,0.14864185,2.201295,0.07905523,-0.43062115,-0.8028234
223,0.55612946,-1.6991969,-1.4127774,-0.2838117,0.018172484,0.07044499,1.3088346
224,0.18590537,-1.6563188,-0.5427488,1.8779718,0.08396666,1.148019,-0.1400969
225,-1.4566891,2.040853,-1.1320927,0.53172296,-0.33253402,-0.5007981,0.3000205
226,-0.78438634,0.67684495,1.6844873,-0.49210668,-0.32970664,0.8272994,-1.0875893
227,0.20118047,-0.10205814,-1.2911044,0.8488062,0.0066794613,1.442905,-0.19726864
228,-0.49396038,-1.3561565,-1.2062624,0.6880169,0.124670655,0.5205706,-0.8118194
229,1.2758948,2.102424,0.79902995,0.4977143,-0.10081655,0.7606547,0.47589496
230,-0.19375809,0.041475013,-0.5869333,-0.6122219,-0.1266653,-0.7517924,0.70618707
231,1.6597098,0.0067219804,2.084896,-0.2284193,-0.08490418,-0.5464538,-0.42971346
232,0.9833033,1.5991261,-0.57651585,0.9920908,-0.11479777,-0.7821974,0.8122871
233,-0.009928445,-0.18040353,-0.8438248,1.6063404,0.45264792,0.27394253,2.4806097
234,0.10436304,-1.2038745,0.6786095,1.3470974,0.034718845,-1.2400887,-0.13959216
235,0.7297519,0.55312437,0.6907071,0.52196145,0.16805777,1.3583536,2.2675486
236,-0.14417726,0.27214327,0.34527752,-2.492453,-0.09297054,-0.3306411,2.2203627
237,-0.52444565,-1.1035571,-0.74637586,0.76197225,-0.24625883,-1.7611923,0.49237487
238,0.07460409,-1.3581866,-0.4672877,1.4872501,-0.27852032,0.35851276,-1.4906793
239,0.25281137,-0.120792136,0.07748244,2.0243967,0.12492642,0.5833243,0.7645782
240,-0.8994413,0.3664643,-0.5319467,2.3641708,-0.01888653,-1.0873487,-0.17733733
241,-1.6423525,-0.087456845,-0.3031468,0.516528,-0.23295826,-0.6049013,-1.3878839
242,-1.2163045,-1.1004138,0.44010025,0.33140647,0.2364545,0.7285222,1.3426185
243,1.5610225,-2.7373726,-0.5839882,-1.0351714,0.056893945,0.6184656,-0.49184728
244,-0.87395304,-1.0857376,1.649414,0.25415653,-0.15830553,-0.94083434,0.28120315
245,0.083691835,0.10279639,0.68433285,1.2656817,-0.1168874,0.5347103,-2.2786303
246,0.092373885,0.08686942,-1.5896622,-1.0767243,-0.16877173,1.5712335,-0.9862348
247,0.72425294,0.5193275,-0.45513734,-1.1268194,-0.03479131,0.37252575,-0.24648644
248,1.5683618,0.775897,-0.8460168,-0.54000336,0.009947084,1.1161631,-1.523243
249,0.0648044,0.4098853,0.31505635,-0.24034627,0.18042415,-1.7885015,0.6280075
250,-0.53389615,-2.0614731,0.913972,-1.8934872,0.16069062,-0.49842352,-1.6017141
251,0.49894175,-0.0035683808,0.700775,2.7773783,0.018427365,0.8384438,-0.28212142
252,1.6498822,0.57333535,1.4822892,0.5074061,-0.059429564,-0.09115712,-1.2413865
253,0.83442533,1.6049473,-1.2988744,0.055348884,0.3669246,-1.1313603,2.473489
254,0.13833845,-0.80945,-0.8184151,2.095116,0.10024135,0.8861898,0.9037151
255,0.21064186,0.8353916,-0.6863487,0.0137134725,0.24513686,1.1686788,1.7569418
256,1.1269011,-0.36265016,0.46509907,0.078131996,-0.29596975,0.7844046,1.2376839
257,-0.20410194,0.35345423,-0.60496014,-1.5146744,0.09783549,-1.7082984,-0.5325671
258,-0.043247927,-0.18342239,-2.870351,-1.0300736,0.00078195444,-0.08452678,-1.0213138
259,-0.9549107,0.8789351,0.43856785,0.28961378,-0.24857877,-0.84846467,0.72778654
260,-1.7440966,0.9077656,-0.3052124,0.3296742,-0.16758288,-0.12787727,1.5641888
261,1.2773242,-2.760176,0.008027197,1.7118558,0.23908846,2.3112931,0.6446757
262,-0.6464216,-1.0062996,0.617818,-0.3621765,0.17693293,-0.19047177,0.69336194
263,-0.25750095,-0.0096098855,0.62409866,0.40651396,-0.12351744,-0.7023028,0.8357816
264,0.34652036,0.40636346,-1.6865236,0.60405725,-0.114390776,-0.51675177,1.1154087
265,-0.6468533,-0.70704746,-0.753634,2.1732287,0.014432002,0.7623215,1.382322
266,1.8750523,1.5279624,2.4837623,-0.08156383,0.15212856,-0.14188097,-0.76042885
267,1.317514,-0.43119392,0.3377403,-0.1616029,0.048158497,-7.75448e-05,0.23454277
268,-0.71544033,-2.488055,-2.2397208,1.9695655,-0.17391373,0.30401152,0.98197764
269,-1.1575334,-0.10402187,-0.7381548,-1.9698755,-0.14508556,0.035409994,1.1463132
270,-0.8544263,-0.059370216,-1.926074,1.8309474,-0.09519338,0.7618461,1.4318744
271,-0.18801726,-0.018405668,-1.4243225,-0.36395657,0.08049303,1.7648348,1.4964867
272,1.4087257,0.55000716,1.6315823,0.89890444,0.085562505,-0.32125634,0.4616218
273,-3.048616,-1.2263744,-1.3555055,-0.70948744,0.013305645,-0.0037736201,-1.2642545
274,-0.4721846,-0.15743719,-0.712267,0.084624656,0.06462736,1.1119323,-1.7184824
275,2.0794685,1.6945622,0.06886524,-0.28480262,0.09250733,-0.63717586,0.27421984
276,-0.20875183,-1.0587472,0.90229386,0.45845395,0.023682494,1.1890309,0.3410355
277,0.8044855,-1.7720953,0.35509315,1.2850606,0.07012268,0.22951701,1.6321539
278,-1.1131978,1.0986084,-1.002522,-0.3869926,-0.038789604,-0.28085998,-0.10281011
279,0.5680829,-3.3399603,1.4405882,0.6438947,0.03881964,-0.12033689,-0.5822025
280,-2.083808,-1.639835,-1.332008,-0.1737441,-0.017091142,0.9209281,1.6701233
281,0.74068433,2.8556898,-0.828357,1.0309458,0.0464534,1.3847998,-0.17973554
282,1.5279472,1.6848128,2.467655,-0.5762635,-0.19562717,-0.4976385,-1.8739237
283,-0.30356568,-1.3746439,-1.2629421,0.37874478,-0.21721525,0.28129885,1.0798018
284,-1.9383116,-0.23209354,-1.0935253,-1.5252559,-0.04392176,-0.07394756,-0.09501427
285,-1.740273,-0.5955948,0.35402158,0.20474812,0.04013477,1.3476728,0.25423834
286,0.7341413,0.095754564,1.3289748,-2.002049,0.14013623,0.20087826,-0.14627102
287,1.0799121,0.6233031,0.17872712,-2.283778,0.21634647,-0.3182482,-0.53696734
288,-0.77103496,-1.1191192,-0.52018017,-2.1903794,-0.0063265087,-1.5241826,-0.84801084
289,-0.7387025,1.0651574,0.28389755,-1.2270985,-0.17337859,-1.8473372,-2.4123406
290,0.26168573,0.16269767,0.34801808,-0.9457367,0.11638364,-1.1333829,-2.7653708
291,-0.0635304,-1.3795451,-0.66974306,0.3106786,-0.16319476,-0.041503273,0.6261276
292,-0.21272941,-0.43448582,-0.013170649,-2.2597299,0.39852244,0.68141025,1.1390167
293,1.6734734,0.026768047,0.89155954,0.4221107,0.24769266,0.0067652864,1.0035053
294,-1.1155298,0.74765664,-0.7740785,-0.16357008,-0.14859618,0.10911185,2.0071013
295,-0.7110615,1.1396135,1.2531728,0.91157097,0.09149281,0.73656493,-0.62110454
