isLeftKeyPress,keyPressTime
1,5.5956661
1,9.6641844
1,9.9643474
0,8.7867687
0,5.0283527
1,8.0244432
1,10.0608174
1,3.6115654
1,8.0210153
1,7.8194812
0,4.3654894
0,15.2222279
1,6.1441637
0,5.94557
0,7.3593075
1,8.7894989
1,2.3843747
1,2.0295713
1,3.208348
1,8.6019036
0,5.1826366
1,7.9711743
1,13.6081255
0,4.3790679
1,8.5759126
1,9.3913587
1,12.4006321
0,11.371578
1,12.5811808
1,2.0833531
0,9.3521132
0,12.9504704
1,7.6650803
0,2.5355062
0,2.5433185
1,7.1065807
0,7.7690685
0,4.378717
1,2.4842126
1,12.8358727
1,13.2889374
0,2.4823932
1,6.0845489
1,2.8370956
1,9.0836806
1,12.0210015
0,10.2964203
0,7.9614625
0,10.0403628
1,11.5667226
1,2.2287047
0,5.0195184
1,5.6272223
1,10.8046999
1,3.9031049
0,4.917592
0,3.6541433
1,7.6602434
1,4.8716089
1,13.4413205
0,10.0417719
1,10.4983244
0,6.7456936
1,6.338291
0,7.5559801
0,10.5495374
1,6.5915858
1,5.5265217
1,8.5217941
0,13.1887693
1,2.4315404
1,14.5578985
0,2.8880382
1,5.6785466
1,14.5109834
0,3.5994212
0,5.9314383
0,5.3349128
1,7.3563353
0,4.770278
1,3.0920319
1,7.7084797
0,9.6868619
0,5.2743265
0,2.4828125
1,4.4614503
0,11.6705404
1,7.9628231
1,4.3081951
1,2.1778616
1,8.3158805
1,1.7720497
0,8.4695181
0,4.7647964
0,15.9008378
1,7.1997935
1,2.9393596
1,7.9609892
1,2.4855783
1,1.7716156
1,3.2934936
0,7.7086337
0,7.2504397
1,10.7015084
0,2.0763887
0,3.902875
1,6.6975023
1,6.6926492
1,6.7953224
0,14.8621672
1,6.6432532
1,8.6713218
0,10.0914521
0,14.5059828
1,4.0547775
1,10.9554887
0,12.5803956
1,12.1718511
0,2.6853105
0,4.9682822
1,9.7866957
1,15.6929597
0,2.7863002
0,4.4101643
0,3.8029795
1,1.9745897
0,16.1003718
0,10.0961429
0,8.8765775
1,13.7955922
0,10.0928276
0,6.2368392
1,11.3634645
0,10.751367
0,4.7141973
1,5.4252452
